Gender,Age,Occupation,ZIP-code,260,1097,2628,2174,2797,1073,2100,2968,2105,2193
M,56,13,782,3,4,1,0,3,2,3,5,4,4
F,35,11,209,2,4,3,5,1,2,2,0,0,4
F,18,7,991,4,2,1,1,0,3,0,5,5,4
M,35,11,967,3,5,3,5,3,4,0,2,3,5
F,50,15,436,2,5,4,5,2,0,4,1,5,5
M,56,10,180,5,3,0,1,5,0,2,5,0,0
M,50,0,292,1,3,1,4,5,1,0,1,3,0
F,56,2,765,5,2,4,3,4,5,5,2,0,4
F,50,1,787,1,0,4,2,2,0,1,3,3,4
M,1,1,309,2,4,0,1,4,5,2,2,5,3
F,25,7,520,3,1,5,2,4,0,3,2,3,3
F,45,8,121,4,4,3,0,4,3,1,0,1,3
M,35,10,69,3,4,3,4,5,2,0,4,4,4
F,1,18,923,0,4,1,1,3,1,0,0,5,5
M,50,2,730,5,3,2,4,4,5,2,4,0,0
M,25,11,284,5,4,5,2,2,1,3,0,1,1
F,50,14,461,2,4,4,5,3,5,2,0,4,0
M,18,20,904,1,0,1,2,0,2,0,2,4,0
F,56,19,48,5,0,5,0,3,2,2,0,4,2
M,1,13,949,2,5,4,1,4,1,0,3,0,0
F,56,4,527,0,3,2,4,0,2,4,0,4,4
M,56,10,28,5,4,0,3,2,1,5,0,1,5
F,50,15,79,2,2,3,4,0,0,3,0,5,5
F,25,0,112,2,2,0,1,1,5,2,4,1,4
M,45,4,371,1,4,5,1,0,2,0,4,2,4
F,56,9,326,4,4,3,2,4,3,2,5,4,5
F,25,2,951,3,4,1,2,2,0,1,1,5,3
M,35,1,178,0,0,1,2,5,0,3,0,5,5
F,56,0,471,3,5,4,1,2,4,1,0,4,2
F,45,19,245,0,5,5,5,4,5,1,0,0,0
M,1,5,780,4,4,4,0,1,1,4,4,4,4
M,56,9,88,2,5,5,5,3,4,0,1,3,1
M,45,18,474,2,0,1,1,3,4,3,5,3,3
M,35,19,805,1,1,0,4,1,1,0,4,5,1
