Gender,Age,Occupation,ZIP-code,673,1881,1920,2087,2138
M,18,4,772,1,0,2,3,3
F,18,10,54,1,0,1,3,5
M,35,7,641,1,0,5,4,5
M,25,20,193,5,2,5,4,3
M,50,6,474,0,1,0,4,0
F,25,9,527,4,3,3,0,0
M,1,1,488,3,0,1,0,0
F,25,15,830,1,0,4,0,0
F,45,20,66,3,2,4,4,0
M,25,12,490,3,2,0,3,5
M,45,2,797,1,2,1,5,0
F,18,2,245,0,2,0,0,0
M,56,14,18,4,3,0,0,3
M,45,14,782,5,1,4,4,4
M,18,7,347,4,2,4,1,1
M,18,9,417,5,1,0,4,5
M,1,7,215,5,5,5,2,5
M,50,0,358,1,3,0,0,0
M,25,7,596,3,4,4,0,3
M,18,19,971,0,5,5,4,0
F,45,14,488,1,1,0,3,0
M,25,3,775,1,5,5,0,0
M,45,7,782,5,5,2,0,0
F,18,2,175,0,2,0,0,5
M,50,3,180,1,1,5,2,1
F,50,9,616,4,0,1,2,5
F,18,14,641,2,0,1,1,1
M,25,12,210,4,2,5,4,0
M,35,2,870,0,3,0,1,0
M,25,16,758,0,1,0,0,0
M,45,11,674,3,5,5,4,0
F,18,3,123,1,3,5,4,0
M,25,3,485,0,4,3,0,0
F,25,17,466,5,0,5,5,3
M,25,16,815,0,2,1,0,0
F,50,17,471,0,1,3,0,3
F,45,1,329,4,0,5,0,0
F,35,14,292,2,3,0,4,0
F,45,3,900,2,5,1,2,5
M,18,5,928,3,0,5,1,1
M,18,20,950,3,4,0,4,2
M,25,6,211,0,5,2,0,0
M,45,5,193,1,0,3,0,3
F,50,6,65,0,5,5,5,3
M,1,3,972,0,2,4,0,0
M,25,7,984,0,4,0,3,1
M,1,0,222,2,1,1,0,2
F,45,17,973,1,4,5,0,3
M,50,9,120,3,5,3,0,2
M,25,14,433,0,4,0,0,5
F,25,4,708,5,0,1,4,3
F,25,0,735,2,5,0,5,1
F,25,14,968,1,1,3,4,0
F,18,1,463,0,5,0,0,2
F,50,17,402,0,1,0,5,0
F,25,3,900,2,1,1,2,5
M,25,20,801,3,3,0,2,5
M,45,7,201,0,5,0,4,0
M,45,4,701,4,5,5,0,0
M,45,0,18,1,5,5,4,4
F,45,20,240,0,0,1,3,5
M,56,15,200,0,0,0,4,0
F,25,0,772,1,0,1,0,0
M,25,15,143,1,4,5,2,2
M,25,7,234,4,3,0,0,4
F,18,9,685,0,1,3,3,4
F,25,8,74,0,4,0,0,0
M,25,6,114,0,5,0,0,0
M,35,20,604,0,2,1,5,1
M,25,12,402,5,0,0,0,4
M,25,9,856,4,1,1,0,0
M,18,16,895,5,5,2,1,4
F,56,14,913,1,3,5,0,3
F,25,4,910,2,2,4,0,4
M,35,19,170,1,5,1,4,0
M,18,19,19,2,0,5,1,2
M,18,16,244,1,0,5,1,4
M,1,1,362,4,4,0,4,0
M,25,16,77,5,0,0,0,0
M,18,1,539,4,0,0,0,0
M,1,16,346,3,4,4,5,0
F,45,3,76,1,1,0,5,0
M,18,4,190,0,5,0,4,2
F,56,5,220,2,3,4,5,3
M,56,8,540,0,1,0,0,5
M,25,18,244,1,2,1,4,2
F,50,2,482,1,4,2,0,4
M,50,3,98,5,4,0,0,0
F,56,0,910,2,2,0,1,0
M,18,3,484,4,5,0,2,1
M,45,4,261,4,5,4,5,3
M,50,17,441,2,3,5,4,0
M,1,2,16,4,2,2,1,1
M,56,16,946,2,4,1,0,0
F,45,14,731,5,3,5,1,1
M,35,0,79,2,0,5,5,0
M,45,4,302,0,1,0,1,4
M,45,7,319,2,2,2,0,1
M,35,4,797,4,3,2,4,5
M,45,19,458,3,4,0,3,0
M,56,8,674,0,3,4,5,5
M,56,13,577,0,0,0,4,0
M,25,11,577,0,2,3,0,0
M,45,2,281,4,0,0,0,0
M,35,1,770,2,0,0,0,0
F,35,20,15,1,0,4,0,0
M,45,2,584,0,3,0,4,0
M,45,14,286,5,0,0,4,4
M,18,2,287,5,0,3,4,4
M,45,17,346,2,4,3,1,3
M,25,4,947,2,2,3,4,4
F,25,11,531,3,3,4,0,0
F,45,12,870,0,2,0,2,1
M,35,12,452,5,0,1,5,0
M,25,6,206,4,4,2,0,0
M,35,13,580,2,4,3,3,5
F,50,12,104,1,5,1,5,5
M,35,2,131,0,0,2,2,0
M,1,12,945,0,0,1,0,5
M,56,17,360,0,0,0,0,3
F,18,15,331,4,1,1,5,5
F,50,8,916,4,3,1,1,3
M,50,9,321,3,4,1,0,3
M,45,20,923,4,3,0,5,5
M,45,3,296,3,5,5,3,1
M,45,8,473,5,5,4,4,1
F,18,15,837,0,3,4,1,4
M,35,5,372,0,4,3,4,2
M,1,15,981,3,0,1,1,0
F,25,7,88,4,3,0,0,0
M,25,18,730,4,1,0,0,4
M,25,14,969,0,1,3,4,4
F,35,15,609,1,0,4,0,0
M,18,0,934,4,2,5,4,4
M,56,1,928,1,4,3,2,5
F,45,7,494,3,4,3,0,3
M,35,1,313,4,3,0,0,0
M,45,11,982,1,0,0,0,0
M,45,20,226,2,5,3,4,4
F,18,3,136,1,2,0,4,0
M,18,5,231,2,3,2,5,3
M,56,14,98,4,5,5,2,3
F,18,14,584,0,2,5,0,0
M,56,5,740,2,2,1,4,1
M,18,20,326,4,3,0,4,0
F,18,13,917,2,0,4,0,3
M,45,7,307,3,4,0,3,4
F,18,14,354,5,3,0,0,0
F,1,1,196,1,5,3,0,5
M,18,13,468,0,5,1,5,5
F,50,0,146,0,3,1,2,5
F,35,10,549,0,5,0,4,5
M,56,1,115,0,2,5,1,1
M,50,16,930,5,0,3,1,3
M,56,9,974,1,4,4,5,2
M,56,2,549,1,5,5,3,0
M,18,16,863,4,4,1,0,0
M,56,9,297,5,3,3,4,2
M,18,20,33,1,0,0,0,1
M,25,20,473,1,4,0,4,5
F,25,14,957,2,5,5,3,3
M,25,1,40,4,5,3,0,3
F,25,20,26,3,4,1,2,4
F,35,7,841,0,0,0,0,0
M,18,14,303,5,3,0,4,0
M,45,19,604,0,0,5,0,0
M,25,12,685,5,0,2,5,5
M,18,2,285,2,1,0,4,0
F,18,8,236,1,4,5,5,1
M,18,13,633,3,5,1,2,0
M,25,20,494,2,2,4,4,4
M,56,0,166,0,3,3,4,0
M,1,0,787,0,0,0,0,0
M,56,3,490,5,0,0,5,0
