Gender,Age,Occupation,ZIP-code,260,1097,2628,2174,2797,1073,2100,2968,2105,2193
F,18,10,501,4,5,5,2,3,5,1,0,4,5
F,25,5,986,2,5,4,5,4,2,1,1,0,4
F,18,18,421,1,3,5,3,5,0,1,5,0,4
M,45,3,165,2,5,3,3,2,1,0,0,1,1
M,35,16,402,1,3,5,5,2,3,0,3,3,5
F,50,13,80,2,4,5,5,3,2,2,0,3,0
F,45,15,197,2,3,3,4,3,5,3,1,3,5
M,25,12,15,3,5,5,1,3,4,4,0,5,5
M,45,14,370,0,3,1,4,5,5,5,0,1,1
M,25,15,952,5,3,0,1,3,0,0,4,0,1
F,35,17,837,0,5,5,0,5,3,5,1,0,4
M,35,20,974,0,1,2,2,2,3,4,0,1,4
F,56,5,492,4,2,3,2,0,2,1,4,5,1
M,18,20,361,0,0,2,0,2,0,5,0,0,3
M,35,14,544,5,0,0,2,4,2,4,5,0,2
M,1,17,974,1,4,0,5,1,2,3,2,1,5
F,56,20,245,1,5,5,0,4,0,5,2,1,0
F,50,18,708,4,0,0,2,5,4,0,3,4,3
F,25,8,830,4,4,2,4,2,2,2,0,2,0
M,18,19,328,2,5,0,3,1,4,0,3,3,2
F,56,17,12,3,4,2,1,2,2,4,5,5,0
M,50,15,947,5,4,4,2,3,2,2,5,4,1
M,18,14,82,2,0,0,4,2,3,3,4,1,4
F,45,18,863,1,3,0,3,4,2,0,2,2,5
M,35,6,226,3,0,0,5,4,5,0,3,5,2
F,35,15,778,3,1,2,0,2,5,0,4,0,5
F,25,9,90,0,5,2,4,1,5,4,0,0,2
M,50,3,770,3,4,4,1,5,3,3,1,3,2
F,25,11,793,2,0,0,1,5,2,0,3,4,0
F,1,19,705,5,2,4,4,3,2,2,0,0,3
F,25,18,958,5,1,0,5,2,5,1,3,0,1
M,1,14,89,5,0,3,4,0,4,4,5,4,2
M,18,8,820,3,0,5,2,1,1,5,4,3,4
M,35,3,463,2,5,2,1,5,0,4,2,5,0
M,18,4,946,2,0,1,0,0,5,4,4,2,2
F,56,12,197,5,2,5,3,4,0,1,1,0,2
M,56,10,121,5,1,0,3,1,0,4,5,2,0
F,35,15,787,4,3,3,2,3,3,3,2,2,5
M,1,20,90,5,1,3,0,0,1,1,3,4,0
M,50,5,629,5,1,0,5,2,1,0,5,4,5
F,35,8,244,4,5,0,4,2,0,2,0,3,0
F,1,0,113,3,1,1,0,5,0,3,0,5,0
F,1,3,377,1,5,0,1,5,2,2,0,4,5
M,50,19,232,1,4,0,2,3,0,5,0,0,5
F,1,13,910,1,0,4,0,4,3,3,2,5,5
F,18,19,836,5,3,1,0,4,2,1,0,1,5
F,56,8,917,2,5,2,3,4,5,0,3,4,2
F,50,3,180,2,1,5,5,3,2,0,3,2,5
M,1,13,453,3,5,0,3,2,3,0,3,5,0
M,45,16,196,1,1,4,2,4,2,1,4,3,5
M,18,2,19,2,0,0,2,4,2,0,0,0,0
F,1,16,503,0,1,4,2,0,0,4,3,2,1
M,18,5,549,0,0,2,3,5,3,5,0,0,2
M,35,9,946,5,4,2,3,5,4,1,5,0,0
M,50,17,603,5,0,2,3,1,0,4,1,1,4
F,45,7,527,0,5,0,1,2,1,2,2,0,1
F,18,8,23,4,1,4,2,2,1,3,5,3,0
F,25,18,81,4,4,0,4,5,3,4,5,3,5
F,56,20,984,3,0,4,4,2,0,3,2,1,5
M,25,4,735,4,3,1,3,1,3,2,3,0,2
F,25,0,530,3,1,1,0,0,1,1,1,4,5
M,56,0,704,5,2,5,1,1,2,1,4,0,1
F,56,3,262,3,1,1,3,3,4,2,4,4,0
F,45,9,871,4,5,0,5,3,4,2,4,5,1
F,50,4,558,5,1,5,5,5,1,3,0,1,0
M,1,19,685,3,4,4,0,1,1,5,5,4,3
M,25,18,530,0,0,1,2,4,2,1,3,4,2
M,25,5,12,5,4,5,0,2,2,0,0,0,1
M,56,1,103,3,2,0,1,4,5,5,2,3,5
M,35,12,132,5,0,5,2,2,2,1,5,4,0
M,56,0,534,0,5,0,2,2,2,0,0,2,4
F,50,19,421,2,2,3,3,0,4,3,5,4,1
M,25,5,601,1,1,3,1,4,0,2,1,2,0
F,50,0,166,5,1,4,5,0,2,3,0,0,0
F,45,7,900,5,0,3,2,3,3,3,0,1,1
M,25,10,502,2,1,1,3,0,1,2,1,2,5
M,56,2,871,1,5,4,4,0,1,1,0,1,0
F,45,19,597,1,0,5,0,5,0,0,1,3,5
M,50,17,140,5,0,1,3,4,1,1,5,0,4
F,25,11,228,4,5,5,4,1,2,3,5,4,0
M,35,13,554,2,2,3,0,1,3,0,1,3,4
F,1,1,503,1,3,5,4,4,3,2,1,0,5
F,50,13,581,1,4,0,1,4,2,3,0,1,4
F,50,11,503,2,5,5,5,0,1,2,2,1,1
M,35,10,436,0,0,0,4,1,1,1,3,3,5
M,1,4,424,0,3,4,2,5,4,2,2,0,2
F,45,16,161,0,1,0,4,2,0,3,4,2,4
M,50,12,870,4,5,3,2,1,2,4,0,4,2
M,50,16,41,4,1,4,0,4,4,0,5,4,2
M,25,19,750,5,2,2,5,1,3,5,0,2,5
M,45,14,321,3,0,2,5,3,0,5,4,4,1
M,18,9,875,1,3,3,2,0,1,1,4,4,0
M,50,18,297,0,1,1,5,1,1,3,1,0,3
M,25,7,959,4,3,3,0,0,4,0,2,3,1
F,18,15,430,2,5,1,3,4,1,4,4,4,2
F,25,17,534,5,4,0,1,2,3,0,3,3,5
F,35,19,76,2,3,2,1,4,1,5,4,5,2
M,18,12,466,2,5,2,0,2,4,4,1,3,1
M,1,4,952,5,2,5,1,5,1,4,0,4,5
M,25,10,157,4,3,4,3,2,4,1,0,4,1
M,50,20,338,0,0,0,5,4,1,0,0,2,3
M,25,18,232,1,1,4,3,4,0,4,0,2,5
F,1,18,274,4,5,4,3,1,1,4,5,0,4
M,50,4,100,0,4,2,0,2,0,1,5,4,4
F,50,15,143,2,1,4,4,2,4,0,4,0,3
M,18,9,286,0,1,3,0,3,3,0,0,4,5
M,45,6,942,0,4,3,2,0,2,2,2,5,3
M,35,0,913,3,4,5,5,0,5,1,4,2,0
M,25,7,921,2,4,4,1,2,0,0,1,5,0
F,25,20,598,1,3,3,1,5,4,0,1,4,3
M,35,18,700,5,0,0,2,0,2,4,3,1,2
F,50,11,379,1,3,0,5,0,1,5,4,3,0
F,18,2,625,5,5,4,0,0,3,0,1,2,1
F,25,15,312,4,1,1,0,4,1,1,5,5,3
M,56,11,306,4,1,0,4,1,5,4,4,5,2
M,50,5,441,5,4,2,0,0,3,4,2,2,4
F,35,4,381,5,4,4,3,5,4,4,5,0,0
M,1,9,787,4,4,4,3,4,4,2,0,0,0
F,56,19,544,4,0,3,2,2,0,5,1,0,1
F,50,9,193,5,5,1,5,3,5,1,0,5,4
F,35,18,371,0,5,5,2,0,3,0,1,3,3
F,35,19,171,2,2,2,1,0,1,2,3,2,4
M,50,9,85,5,4,1,4,0,5,2,1,4,0
F,45,8,501,4,5,5,1,3,0,0,0,0,2
M,1,16,752,5,1,5,0,3,5,4,4,0,4
F,50,2,640,4,2,1,0,3,1,1,3,3,2
F,50,16,421,1,2,3,1,4,3,4,0,0,0
F,45,15,56,2,3,2,3,5,1,1,0,4,3
M,1,0,136,1,0,1,4,4,1,1,3,5,1
F,1,19,811,2,4,1,0,3,4,2,0,3,0
M,18,2,613,3,1,1,1,5,0,0,0,2,5
M,56,12,480,3,1,4,2,1,5,0,3,4,4
