Gender,Age,Occupation,ZIP-code,260,1097,1750,2021,2093,2105,2628,2968
F,18,0,6,3,0,5,5,1,1,0,0
F,18,0,6,3,5,4,5,2,3,3,4
F,18,0,6,5,4,0,0,5,1,2,0
F,35,0,6,2,5,0,0,4,5,3,5
F,45,0,6,3,4,2,3,3,3,1,4
M,50,0,6,1,5,2,0,3,2,2,0
M,50,0,6,4,1,4,0,0,2,4,5
F,56,0,6,2,5,5,5,5,4,2,4
M,56,2,6,3,1,1,0,4,5,5,2
F,45,3,6,4,1,2,2,3,3,0,5
F,50,5,6,4,4,3,3,5,2,3,3
F,56,5,6,0,4,4,0,5,2,5,5
F,18,7,6,2,2,1,1,0,4,2,3
M,25,7,6,3,0,2,2,0,0,1,4
M,25,7,6,4,5,1,0,0,0,3,0
M,35,9,6,1,3,5,3,0,3,0,0
F,35,10,6,3,3,3,0,0,2,4,4
M,50,11,6,0,3,2,3,0,0,4,0
M,50,11,6,5,0,0,4,2,5,0,0
M,50,11,6,5,5,5,0,0,4,4,3
F,25,12,6,4,0,1,0,0,1,2,1
F,50,12,6,4,2,1,4,3,0,2,5
F,1,13,6,2,1,1,0,3,2,4,3
M,18,13,6,0,0,4,3,1,4,5,0
F,35,13,6,5,5,5,5,2,4,5,2
F,1,14,6,4,0,1,2,0,1,4,0
F,25,14,6,1,5,5,3,0,5,5,0
F,50,14,6,0,5,3,1,1,0,0,0
F,25,15,6,3,1,2,0,2,3,0,1
F,18,17,6,4,2,4,2,0,4,1,0
M,25,0,10,1,5,3,0,0,0,2,0
F,25,2,10,5,2,2,0,0,3,1,0
F,18,3,10,4,2,0,2,0,3,0,1
F,50,3,10,3,4,2,0,2,0,0,1
M,56,3,10,5,2,4,3,0,1,0,0
F,18,5,10,1,0,0,0,0,4,1,4
F,25,5,10,4,1,4,4,0,4,0,1
F,25,6,10,1,0,3,0,0,5,2,0
F,25,8,10,0,0,2,0,1,5,0,4
M,35,8,10,0,0,1,1,0,4,4,1
F,56,8,10,4,1,3,0,2,4,3,1
M,50,11,10,1,1,4,2,5,5,1,3
F,45,12,10,3,0,3,4,0,5,2,3
M,45,13,10,1,0,5,2,0,3,2,3
F,1,16,10,5,3,1,1,1,5,3,0
F,45,17,10,5,5,0,0,1,2,0,3
F,50,17,10,2,1,3,2,0,4,4,5
F,56,17,10,1,3,3,0,1,5,4,4
M,25,19,10,1,3,3,0,1,3,2,3
M,50,20,10,5,4,1,0,1,5,1,1
F,18,0,12,1,3,4,2,1,5,0,0
M,50,0,12,5,5,3,0,0,0,5,0
M,18,1,12,5,4,3,2,5,1,0,4
F,1,2,12,4,2,3,4,1,2,0,0
M,35,2,12,2,2,1,2,0,3,5,4
F,45,2,12,1,2,3,0,0,3,4,4
M,1,6,12,0,0,4,1,0,2,1,0
F,45,8,12,2,0,2,2,4,0,1,1
M,50,8,12,3,4,4,5,1,2,5,1
F,25,9,12,4,5,2,0,0,5,3,3
M,50,12,12,5,5,0,5,2,2,0,2
M,18,13,12,3,5,1,3,2,4,5,0
M,25,16,12,0,1,2,0,0,5,5,5
M,1,0,13,5,5,1,5,3,0,5,0
F,35,0,13,0,3,1,1,0,4,5,0
F,50,0,13,4,0,4,1,4,1,5,4
F,50,3,13,1,4,5,0,0,4,4,4
M,1,5,13,4,4,1,0,0,3,2,2
M,25,5,13,5,0,3,0,2,0,3,0
M,35,5,13,5,1,0,0,0,0,5,0
F,18,6,13,5,5,3,0,1,5,5,0
F,25,7,13,3,5,3,3,0,4,4,0
M,56,7,13,2,0,1,1,0,0,3,0
F,25,9,13,5,0,3,4,0,3,3,2
M,35,9,13,5,4,3,3,1,4,4,4
F,1,12,13,5,4,1,2,0,1,1,2
M,35,12,13,4,4,1,0,0,5,0,4
M,25,13,13,5,3,2,4,0,2,3,4
F,35,13,13,3,3,1,0,5,0,4,1
F,18,14,13,1,4,2,4,2,1,3,3
M,18,14,13,2,4,0,0,3,1,3,0
F,18,15,13,0,4,4,4,3,0,4,0
F,45,16,13,2,3,3,3,0,3,0,5
F,1,17,13,5,4,0,0,0,1,4,0
F,35,17,13,1,4,4,0,0,2,0,3
M,18,20,13,1,2,3,2,1,2,5,4
M,35,20,13,4,3,0,0,0,0,4,1
F,1,0,15,2,4,4,0,0,4,5,0
M,25,0,15,0,3,5,2,2,1,2,1
F,35,0,15,0,1,5,0,3,0,1,4
F,56,0,15,1,4,0,5,4,0,0,1
F,50,3,15,4,0,5,1,4,5,3,5
M,45,4,15,4,3,0,5,4,4,1,2
F,1,6,15,4,0,4,5,0,5,2,0
M,35,7,15,5,1,5,2,0,5,0,2
F,25,8,15,5,3,0,2,5,1,1,2
F,56,9,15,5,3,0,2,1,0,3,0
M,18,10,15,4,4,3,4,5,4,5,5
M,35,10,15,0,2,5,0,4,5,1,0
M,25,12,15,4,4,2,5,0,4,4,3
F,18,18,15,0,5,1,0,0,0,4,0
M,18,19,15,4,4,5,0,3,0,3,0
F,1,0,16,0,0,3,3,1,1,2,0
