Gender,Age,Occupation,ZIP-code,247,1920,2017,2087
F,18,8,336,0,2,1,4
F,50,1,610,2,4,1,0
F,50,17,362,1,4,4,0
M,35,1,122,0,0,0,4
F,18,4,484,0,5,5,5
M,18,12,910,0,2,4,3
M,18,9,49,1,4,1,3
M,18,4,982,0,0,2,5
F,1,0,380,4,5,4,2
F,1,11,551,0,0,0,3
M,35,6,988,1,0,3,3
M,35,11,630,2,0,2,0
F,56,3,294,3,3,0,1
F,56,15,790,3,3,2,4
M,25,8,170,0,0,0,0
F,35,16,907,1,3,5,2
M,25,2,988,3,3,3,1
F,18,20,544,4,0,0,0
M,18,16,907,4,4,2,4
M,35,12,943,0,1,3,2
F,35,20,338,0,0,1,0
F,45,4,38,0,3,5,2
M,35,20,432,0,5,3,3
M,45,7,930,3,0,1,2
M,25,9,83,3,5,3,3
F,18,13,926,0,4,4,0
F,25,18,982,4,0,1,2
M,45,11,112,4,5,4,5
F,50,8,275,0,4,4,1
M,18,3,549,0,0,4,2
F,25,8,280,4,0,3,3
F,35,20,193,5,2,0,2
M,25,11,730,0,0,4,4
F,25,11,191,0,1,2,0
F,1,16,38,2,5,5,0
M,50,5,303,1,2,4,5
M,50,16,551,1,0,3,1
F,35,7,891,0,5,5,2
F,35,2,662,0,0,0,2
M,18,11,986,0,2,3,2
F,18,7,741,5,5,0,5
M,1,4,112,3,0,3,5
M,50,18,65,1,0,1,5
F,18,14,916,4,3,5,2
M,50,16,481,3,0,5,4
F,35,14,741,0,3,0,0
F,45,5,443,3,3,0,2
F,1,10,150,0,5,1,0
F,56,14,321,0,2,3,4
F,56,8,826,4,4,4,3
M,45,0,33,5,1,1,5
F,18,6,840,2,1,0,0
F,1,3,402,0,4,0,0
M,35,10,345,1,3,0,5
F,50,1,111,4,0,0,0
M,35,8,704,2,4,0,3
F,56,0,856,2,3,2,0
M,25,17,967,0,2,1,1
F,25,6,228,1,5,3,3
M,1,20,196,0,2,5,3
F,1,13,190,0,0,0,4
M,45,4,598,0,4,0,5
M,45,12,66,3,0,4,4
M,56,7,22,4,2,2,3
F,18,4,170,0,4,4,2
M,18,18,345,3,0,5,0
M,1,5,968,0,1,5,0
M,25,4,287,1,3,3,2
M,35,2,966,4,3,3,4
M,18,1,61,5,2,3,0
M,45,20,674,3,4,0,4
M,50,9,971,0,0,4,3
M,50,12,131,0,0,0,4
F,25,16,731,0,3,0,4
F,25,7,143,0,3,4,3
M,45,7,402,3,0,0,4
M,18,10,6,4,0,0,0
F,1,9,297,0,1,0,0
M,35,19,488,5,0,5,0
M,45,14,921,2,0,4,5
F,25,10,708,0,2,0,0
F,50,19,674,1,3,5,5
F,35,12,820,4,2,2,2
M,25,12,951,1,4,5,4
M,1,17,181,3,0,1,2
M,1,17,41,2,3,0,0
M,35,9,104,3,3,1,3
M,50,4,329,4,4,5,5
M,1,14,50,5,0,0,2
M,56,3,912,4,0,3,3
F,50,12,49,0,5,3,3
F,25,17,743,3,1,5,3
F,1,7,279,2,4,5,4
F,35,4,577,5,3,0,3
F,1,5,325,1,2,0,3
F,35,5,452,2,1,0,0
F,1,17,166,3,3,2,0
M,18,1,306,0,4,3,4
M,18,15,473,0,1,0,0
F,45,3,198,2,5,3,0
F,56,12,290,1,5,3,4
M,35,0,830,0,0,0,0
M,18,7,571,0,2,3,3
M,45,3,175,3,0,3,3
F,1,2,240,2,3,0,0
M,45,6,157,3,0,3,1
F,18,18,431,0,0,1,5
F,56,10,130,1,5,0,0
F,25,3,652,0,4,2,4
F,25,11,142,3,2,0,5
F,50,7,743,3,5,4,3
F,18,18,778,0,0,5,4
F,25,12,325,2,0,4,0
M,35,9,226,2,3,0,5
F,50,4,581,5,4,4,0
M,25,17,914,1,5,5,1
M,25,16,274,3,1,3,4
F,56,4,424,1,5,3,4
F,25,16,622,4,2,2,3
M,25,14,760,4,0,4,5
F,18,13,891,4,2,0,4
M,25,18,115,1,4,5,2
F,18,20,338,5,5,0,0
F,25,16,480,0,1,4,2
M,1,20,361,0,0,0,0
F,35,12,131,2,3,2,0
M,1,5,925,0,0,4,1
F,50,2,582,1,2,1,5
F,25,5,440,2,4,2,1
M,25,13,786,4,3,3,4
F,25,7,830,5,2,2,1
M,50,19,113,3,0,0,3
M,25,1,436,3,4,3,4
M,25,2,522,3,0,0,5
F,45,3,253,2,3,4,2
F,45,3,927,1,1,5,2
M,45,4,211,3,1,5,0
M,18,0,431,3,0,3,4
M,18,17,441,2,2,0,0
M,18,16,985,3,0,4,4
F,50,11,445,0,0,0,4
M,35,1,606,3,4,0,2
M,45,9,765,1,1,4,4
F,35,6,534,1,0,0,3
F,50,7,921,0,3,0,3
M,18,3,559,0,0,4,5
M,1,5,841,0,0,2,2
M,1,20,430,0,0,3,3
F,35,20,17,0,4,1,3
F,18,19,24,1,3,0,0
F,1,6,175,0,3,0,4
M,56,20,336,2,0,5,4
F,18,16,928,0,2,0,0
F,56,13,974,2,2,3,1
F,35,19,969,4,0,0,4
M,25,17,751,5,1,0,4
F,50,15,917,4,0,0,1
F,35,7,405,1,5,5,4
F,45,11,405,5,2,0,1
F,50,8,765,4,4,5,4
M,25,4,801,4,3,0,4
M,18,14,321,2,0,0,0
M,18,9,537,2,0,2,2
M,35,17,320,0,0,0,5
F,25,17,836,2,4,0,0
M,1,4,282,4,2,3,4
M,18,7,430,0,5,0,3
M,1,13,354,1,5,4,1
F,25,7,40,3,0,3,3
F,18,7,560,3,0,2,4
M,35,20,857,0,3,3,5
F,50,15,114,0,0,4,1
F,25,13,410,4,1,5,1
M,45,13,296,0,2,2,3
F,45,6,198,0,0,4,5
M,18,18,28,0,0,3,5
F,18,15,463,0,4,2,1
M,35,16,680,0,3,0,0
M,25,11,782,5,3,0,4
F,25,12,90,2,3,2,4
F,1,3,41,0,0,0,3
F,18,9,18,5,0,0,4
F,45,0,463,0,1,4,3
F,25,12,983,5,1,2,1
F,35,11,320,0,0,1,1
F,25,14,666,3,2,5,2
F,1,18,273,2,4,3,3
M,25,0,28,5,1,3,1
F,18,3,773,0,0,4,0
M,56,6,240,2,4,3,0
M,45,11,50,0,1,4,2
F,35,17,376,2,2,1,2
M,1,17,764,1,1,4,0
M,50,7,466,3,4,3,1
M,18,18,761,2,0,2,1
M,50,6,838,5,0,3,0
M,45,15,77,5,0,5,5
F,1,3,378,4,5,5,5
F,25,2,410,0,4,2,0
M,50,6,345,0,3,0,5
M,56,6,796,3,1,5,3
M,18,0,603,4,1,0,0
F,45,17,722,0,4,5,4
M,45,17,941,1,0,1,2
F,35,1,641,4,4,1,4
F,35,20,772,3,0,5,2
M,18,16,406,4,4,5,3
F,18,17,56,5,0,5,0
F,25,3,557,5,4,4,3
M,1,5,534,0,0,4,0
M,50,1,122,1,1,5,3
F,18,1,597,3,0,1,1
M,35,9,210,2,1,1,3
M,18,15,334,0,2,0,1
M,45,19,15,5,1,0,1
M,56,15,262,0,5,0,0
F,50,4,982,0,0,5,4
M,56,11,328,5,1,3,2
M,35,9,838,5,2,1,5
F,25,17,931,0,0,3,2
M,45,12,142,3,5,0,5
F,1,11,799,5,3,0,3
M,50,10,483,2,5,4,4
M,35,12,958,3,0,0,0
M,18,6,934,3,4,5,5
M,25,4,503,0,2,1,3
F,45,19,581,1,2,3,1
F,25,17,613,0,2,0,4
F,25,10,28,2,3,1,1
M,35,1,843,3,4,0,5
M,45,5,481,3,0,5,1
M,56,20,427,2,0,3,2
M,35,4,924,0,0,4,0
M,45,2,37,5,1,0,1
M,25,10,417,0,2,0,4
M,56,9,211,0,4,1,2
F,1,15,800,3,5,4,4
F,45,18,484,1,1,3,0
F,56,17,830,0,0,2,0
M,35,3,933,3,0,4,0
M,45,14,894,3,4,4,5
F,56,10,127,2,5,3,0
F,35,11,559,0,3,0,3
F,25,12,201,0,0,4,0
F,50,19,88,4,0,0,5
F,35,19,602,1,5,5,3
F,45,4,603,0,5,0,5
F,25,14,912,5,2,1,4
F,50,2,462,3,1,4,4
F,25,16,211,0,2,0,4
M,56,9,313,5,2,3,3
F,18,2,236,5,0,0,0
M,35,9,235,0,0,4,0
M,50,2,54,2,0,3,3
F,56,16,313,1,2,3,3
M,45,14,265,0,5,0,3
M,50,4,933,1,2,2,2
F,35,13,458,0,1,2,4
F,18,17,109,3,0,2,5
M,35,12,462,1,4,0,0
F,18,8,744,0,3,5,3
M,35,18,447,5,3,5,2
M,45,0,265,5,3,5,0
M,1,3,965,1,0,3,2
M,45,1,843,5,5,4,0
M,35,4,309,2,3,0,5
M,35,7,281,3,1,3,0
M,18,4,838,1,2,2,0
