Gender,Age,Occupation,ZIP-code,260,1097,2628,2174,2797,1073,2100,2968,2105,2193
M,18,13,6,5,5,1,3,4,5,3,1,2,0
M,18,5,6,2,0,4,2,3,5,2,3,4,2
M,45,7,6,5,3,4,2,1,2,0,5,0,2
F,45,2,6,4,2,4,0,0,5,4,4,4,4
M,56,8,6,1,1,5,5,3,5,2,0,3,4
M,35,7,6,4,3,5,2,3,0,4,0,4,5
M,45,0,6,1,4,2,3,5,0,4,5,5,5
M,56,10,6,1,4,1,1,0,1,4,4,1,5
M,35,4,6,5,5,5,3,1,4,5,0,4,5
F,50,11,10,5,4,4,3,5,5,2,0,0,0
F,56,8,10,3,1,3,5,0,0,2,0,4,0
F,18,19,10,5,4,2,3,5,1,2,3,4,0
M,18,0,10,5,4,4,5,3,4,5,0,1,0
M,25,15,10,4,4,1,0,1,4,3,0,1,1
F,18,8,10,5,3,1,5,3,4,4,0,0,1
M,25,4,10,5,4,0,0,3,5,3,0,3,2
F,56,12,10,3,1,1,3,1,1,4,2,5,2
F,1,15,10,4,4,1,5,3,1,1,1,4,2
M,18,4,430,4,4,4,3,1,0,2,1,4,2
F,35,4,10,4,5,4,1,3,5,5,2,0,3
F,25,2,10,1,5,0,5,3,0,1,5,3,4
M,25,20,10,4,2,5,1,2,1,4,1,1,4
M,25,2,10,0,5,0,4,0,5,0,0,0,5
F,25,5,12,5,2,1,3,3,0,0,5,0,0
M,35,5,12,4,0,5,1,2,5,2,0,4,0
M,25,4,12,1,1,3,3,1,2,0,4,0,0
M,35,13,12,4,0,3,0,2,1,5,3,5,0
F,25,14,12,5,5,4,3,3,1,5,0,2,1
F,56,0,12,5,1,0,0,0,4,4,2,1,1
F,45,12,652,2,3,2,2,4,4,1,5,1,1
M,25,14,12,4,4,5,5,0,0,2,2,1,2
F,25,20,12,0,4,1,0,1,1,1,5,3,2
F,35,20,12,4,3,4,0,4,4,1,5,3,3
M,50,2,12,5,5,5,2,0,2,4,3,5,3
M,25,0,12,4,4,2,2,0,0,1,4,0,5
F,45,12,12,4,3,1,2,0,5,5,3,0,5
F,45,12,12,4,1,4,2,3,3,5,5,5,5
M,25,5,13,0,0,0,1,0,5,5,2,3,0
F,56,13,13,4,4,5,1,0,2,2,0,0,5
F,56,19,13,2,0,1,0,0,5,2,0,1,2
M,45,7,13,0,3,5,5,0,4,0,0,0,4
M,50,11,13,1,4,1,0,1,0,2,0,3,5
M,25,17,15,4,5,2,3,0,4,5,0,0,0
F,25,3,15,5,1,5,5,4,0,1,5,4,0
M,18,14,15,5,2,0,4,5,5,3,5,1,0
F,25,4,15,4,5,2,0,0,5,2,0,1,0
F,45,17,15,4,2,2,2,0,5,0,0,2,1
M,25,3,15,1,2,2,5,3,3,0,4,3,2
M,18,7,15,4,4,0,1,4,1,0,0,3,4
M,45,17,15,5,1,3,0,3,3,5,1,0,3
M,56,1,15,2,0,4,0,2,0,3,3,2,3
F,56,17,15,5,0,2,2,2,0,2,5,4,3
F,35,20,15,5,4,5,0,2,5,5,5,5,4
F,1,19,15,4,4,4,0,4,0,1,3,4,4
M,1,0,15,4,2,2,4,2,5,5,4,1,4
F,35,20,15,4,5,4,3,3,4,1,1,0,4
F,25,10,15,5,5,4,0,0,4,5,5,0,4
M,18,15,15,0,1,4,4,4,0,3,0,0,4
F,25,20,15,5,5,5,2,0,5,1,5,4,4
M,56,5,15,4,2,5,0,4,5,5,2,0,5
M,25,12,15,5,2,5,5,1,1,3,0,4,5
F,35,16,16,1,4,5,4,3,1,5,0,0,0
M,50,4,16,4,4,5,5,0,4,2,4,4,0
F,18,9,16,2,5,4,5,4,1,3,4,5,0
F,45,1,16,1,2,4,5,4,5,5,4,0,0
F,25,6,16,5,3,0,5,3,2,3,1,3,0
F,1,0,16,5,1,4,0,5,2,2,0,0,0
M,25,5,16,5,0,4,3,3,2,5,4,1,0
M,45,4,16,1,1,2,4,3,5,1,4,3,0
F,1,4,16,4,0,5,0,4,0,1,2,1,0
M,50,4,16,3,0,5,0,3,2,0,2,3,0
F,1,12,16,2,5,1,0,3,0,4,3,3,0
F,35,7,16,1,0,1,4,2,0,2,2,0,0
M,25,4,16,5,0,4,5,0,2,4,0,1,1
M,45,7,16,2,0,3,2,4,1,3,4,0,1
M,25,3,16,4,4,5,3,3,2,4,0,4,1
F,56,2,16,1,3,4,0,2,3,4,0,3,1
M,1,14,16,5,0,2,0,0,0,5,0,4,1
M,45,15,16,3,4,2,4,4,0,3,0,3,1
F,45,16,16,1,5,4,4,0,0,2,0,0,5
M,45,13,16,5,4,5,4,3,0,2,0,0,0
F,45,20,16,0,3,2,2,4,0,4,2,5,2
F,18,6,16,2,1,0,3,5,1,2,4,2,2
F,56,0,16,4,4,4,0,0,3,1,1,0,3
M,25,2,16,4,2,5,5,1,5,5,5,4,3
M,35,8,16,4,4,3,3,1,0,0,3,4,3
F,35,5,16,1,4,3,0,3,0,2,5,4,3
M,45,15,16,5,1,1,4,4,2,2,0,0,3
M,50,0,16,2,5,3,5,2,0,5,3,4,3
F,18,1,16,5,5,4,4,4,1,2,2,1,3
F,45,10,16,4,4,0,3,0,0,2,5,3,3
F,50,4,16,3,4,2,1,5,3,5,5,4,3
F,50,10,16,0,2,0,0,5,5,5,0,1,4
M,25,5,16,5,4,1,1,0,4,5,5,1,4
M,45,3,16,1,1,2,4,3,1,5,3,4,4
F,25,5,16,5,2,5,1,5,4,1,4,4,4
M,45,10,16,5,5,4,2,1,2,2,3,0,4
M,18,14,16,1,4,4,2,0,5,2,1,3,4
M,1,7,16,5,4,5,2,1,3,2,3,4,5
M,25,20,16,4,4,4,0,3,4,5,3,4,5
F,35,7,16,4,0,4,0,3,5,2,3,5,5
M,18,7,16,2,1,0,0,5,4,2,5,4,5
F,25,17,17,1,4,1,2,1,5,5,4,4,0
F,45,10,17,1,1,4,0,3,0,4,5,0,0
M,18,1,17,5,1,4,3,0,0,1,3,1,0
F,18,12,17,2,1,0,0,0,0,1,3,4,0
F,25,6,17,0,4,3,3,5,5,2,5,0,0
M,25,9,17,4,0,1,0,3,2,2,3,5,1
F,45,4,17,4,4,1,2,0,5,3,2,0,1
M,45,2,17,2,4,4,2,1,0,2,3,2,1
M,35,13,17,5,1,3,2,2,2,2,3,5,1
M,45,1,17,0,5,4,0,5,2,1,4,4,2
M,1,15,17,2,4,5,4,2,0,0,4,0,4
M,25,17,17,5,0,5,0,4,5,0,5,5,4
M,45,5,17,4,2,5,2,4,5,2,3,0,5
M,35,3,17,5,4,4,0,3,1,0,4,5,5
F,35,10,18,1,4,4,5,0,4,0,0,2,0
F,45,19,18,0,4,4,3,4,4,0,2,5,0
M,50,7,18,5,4,4,0,3,4,5,0,0,0
M,18,4,18,4,0,2,0,0,5,3,0,5,0
M,50,2,18,4,5,4,3,5,0,3,5,0,0
F,35,12,18,5,4,2,0,4,0,3,3,0,0
F,50,11,18,4,2,4,5,0,1,0,4,4,3
M,1,12,18,5,5,1,0,1,4,3,0,3,3
F,25,7,18,5,0,1,0,2,4,5,0,0,1
M,45,13,18,5,5,4,2,5,0,5,3,5,4
M,50,18,18,4,1,0,2,3,0,3,2,1,4
M,25,19,18,4,3,4,4,0,0,0,5,5,3
M,45,0,18,5,4,2,0,3,4,3,3,4,3
M,56,0,18,0,2,4,0,5,5,4,3,1,4
F,25,15,18,5,4,2,1,1,1,3,5,5,5
M,25,4,18,4,1,4,0,2,3,4,3,1,5
M,25,14,18,4,0,3,5,4,1,5,0,1,5
M,35,18,265,1,3,1,3,2,5,1,0,5,5
F,25,12,19,1,4,3,2,5,5,1,4,1,0
M,25,3,19,4,0,3,4,1,0,0,2,1,0
M,56,9,19,0,3,4,3,0,1,5,5,5,0
F,45,17,19,4,0,1,5,0,2,5,3,0,0
M,25,4,19,1,1,1,4,3,4,5,3,5,0
M,25,2,19,5,1,1,0,4,4,5,0,3,0
M,25,17,19,4,1,5,0,3,0,2,3,2,1
F,18,15,19,0,4,2,2,5,0,4,3,3,1
F,1,7,19,0,4,2,1,0,1,2,5,0,1
M,56,10,19,4,5,4,4,4,4,4,4,1,2
M,25,16,19,1,2,0,0,3,5,5,0,0,3
M,45,8,19,2,3,5,4,0,0,5,2,0,3
M,18,2,19,2,2,4,5,5,5,3,0,0,4
M,45,16,19,5,5,4,3,3,2,5,0,0,4
F,25,7,19,4,3,1,3,3,1,0,4,4,5
M,35,7,19,2,5,0,0,4,0,5,4,0,5
M,45,10,20,4,5,4,4,0,5,2,0,5,0
M,50,0,20,4,5,0,5,2,2,1,0,4,1
F,45,19,20,4,4,5,2,4,4,2,0,2,5
M,25,18,20,2,2,0,3,2,1,1,4,5,3
M,35,9,20,2,3,0,0,1,2,1,0,1,3
F,25,15,20,2,0,4,0,1,5,0,3,0,5
F,25,14,20,4,2,2,2,5,2,5,5,3,4
F,18,14,20,5,0,1,3,3,1,0,5,3,4
M,18,17,20,0,2,2,4,0,5,2,0,4,4
M,45,0,20,5,4,0,5,1,2,0,2,4,5
M,1,4,21,4,4,5,5,2,4,5,3,4,0
M,56,16,21,3,0,5,0,5,3,5,0,2,0
F,25,19,21,5,5,5,0,2,3,5,0,4,0
M,50,10,21,5,1,0,2,1,1,0,3,0,0
M,1,4,21,1,0,1,3,3,0,5,4,0,0
F,35,7,21,4,4,0,0,0,1,0,0,5,0
M,25,14,21,3,5,5,5,0,3,3,5,0,0
M,56,5,21,0,5,4,3,0,0,0,0,1,0
F,25,4,21,2,0,4,1,4,4,3,4,0,0
M,45,10,21,2,5,5,1,0,0,0,3,0,0
F,25,16,358,4,3,4,3,0,5,1,3,1,0
M,25,13,358,2,4,4,5,4,2,3,4,0,0
M,18,4,21,3,1,3,4,5,3,4,1,4,1
F,25,9,21,5,3,5,0,2,0,1,1,3,1
M,18,8,21,5,1,4,4,0,3,5,3,5,1
M,45,6,21,5,3,0,4,0,0,4,5,4,2
M,50,20,21,5,0,0,4,3,0,0,4,2,2
F,25,0,21,2,0,3,3,4,3,0,3,0,3
M,35,13,21,4,0,5,5,4,5,2,0,4,3
F,25,5,21,5,0,2,2,1,0,4,3,4,4
F,45,14,21,4,2,4,3,3,1,3,5,0,4
F,56,2,21,5,4,1,3,1,5,0,0,4,4
F,25,5,21,5,1,0,3,4,0,5,2,0,4
M,25,4,21,5,3,2,3,4,0,2,3,0,4
F,25,0,21,5,0,0,4,0,3,0,1,3,5
M,35,7,21,5,4,1,5,1,4,1,5,3,5
F,35,15,21,5,1,5,0,3,3,1,3,0,5
F,35,11,22,5,2,5,2,5,2,5,3,4,0
M,18,2,22,5,4,5,5,0,0,1,0,0,0
F,50,17,22,0,4,4,2,1,4,1,2,5,0
M,1,5,22,1,4,4,3,3,5,1,0,4,0
F,25,2,22,2,1,3,4,4,3,2,1,2,0
M,56,4,22,4,5,4,3,2,1,5,5,4,0
F,45,19,22,3,3,5,3,3,0,5,4,4,0
M,45,11,22,5,0,0,2,3,5,3,0,5,0
M,18,17,22,5,4,4,3,5,3,2,0,3,0
M,25,0,22,4,2,4,3,1,3,2,0,4,0
M,1,17,22,2,4,5,0,5,5,5,0,1,0
M,18,4,22,5,4,4,4,4,5,4,2,3,0
F,45,19,22,4,3,5,4,1,4,1,2,0,0
M,35,12,22,4,3,2,0,3,2,3,0,0,0
F,45,20,22,1,1,2,5,5,4,2,5,4,1
F,25,1,22,5,4,4,3,4,0,0,2,4,1
F,25,9,22,1,4,5,2,5,5,4,4,0,1
M,35,15,22,2,4,1,1,1,1,1,2,2,1
M,35,7,22,0,2,4,5,5,0,2,5,5,1
M,25,0,22,1,4,0,3,4,1,1,0,0,0
M,45,4,22,4,4,1,1,5,5,1,4,0,2
M,25,12,22,5,5,3,4,4,5,2,0,1,3
M,35,1,22,4,5,4,4,3,2,2,1,3,3
M,18,13,22,4,1,5,1,3,3,4,3,0,3
