Gender,Age,Occupation,ZIP-code,673,810,1073,1126,1702,2100,2174,2253,2797,3393,3466
F,35,14,452,4,0,3,2,2,1,0,4,0,3,0
M,35,19,376,0,0,4,3,4,1,3,1,4,2,0
F,45,8,459,4,0,5,4,5,0,4,3,3,4,5
M,35,3,906,0,1,4,0,1,2,0,5,5,2,5
M,25,7,931,3,0,4,4,3,0,0,3,0,1,1
F,35,15,465,0,3,3,1,4,5,0,3,1,3,0
F,35,10,89,5,4,0,0,0,2,3,5,2,0,5
F,18,10,209,0,0,4,5,2,0,0,5,1,2,4
M,35,8,786,5,0,1,1,4,2,3,1,5,3,0
M,25,1,208,0,0,3,2,4,5,0,3,5,1,0
F,56,17,974,2,0,4,0,0,3,4,3,1,3,0
M,25,15,346,0,2,4,0,0,0,3,4,5,3,0
F,35,18,933,5,0,0,4,0,5,4,0,4,0,3
M,35,2,870,1,4,2,4,0,2,4,2,0,5,0
F,35,13,943,3,2,1,1,3,2,4,1,5,5,3
F,18,3,540,2,3,3,2,5,5,0,2,0,5,2
M,18,10,921,0,2,1,0,0,2,5,2,3,4,0
M,56,3,813,1,0,5,1,0,4,5,3,4,0,5
M,18,10,302,5,3,5,0,0,2,0,3,3,0,0
F,1,1,988,3,4,4,0,0,0,2,5,0,5,0
F,18,10,273,1,4,0,3,0,3,3,0,4,0,0
F,35,8,600,5,2,0,0,0,4,1,4,4,5,0
M,45,17,118,0,3,3,2,5,3,2,1,5,5,0
F,1,19,38,0,0,0,2,3,3,1,0,1,0,3
F,45,15,596,2,0,1,5,3,0,2,3,5,4,3
M,35,11,622,4,4,0,0,1,2,0,3,4,3,3
M,56,18,77,5,3,0,0,1,1,0,3,4,1,1
F,25,2,443,0,2,3,0,0,0,0,4,4,3,0
M,25,7,598,3,3,4,2,1,0,0,2,1,4,3
F,45,2,935,3,0,4,5,5,1,3,1,3,5,3
F,35,1,165,3,0,3,4,1,3,3,5,5,0,0
F,25,7,582,0,4,0,0,0,2,4,5,0,1,0
F,1,12,498,0,0,1,0,5,5,4,4,0,1,5
M,50,10,987,5,4,4,2,0,4,5,5,2,5,0
M,25,19,571,4,1,5,1,3,4,0,1,0,5,1
M,50,15,282,5,2,4,2,0,2,5,2,4,5,0
F,35,19,926,3,0,3,1,1,0,3,3,5,4,0
M,50,8,201,4,3,5,0,0,5,5,2,3,5,0
M,45,14,920,0,3,2,0,0,2,0,4,0,1,0
M,25,12,236,0,0,2,3,0,0,0,3,4,4,3
M,50,14,492,0,3,1,5,0,2,3,2,0,1,4
M,18,16,773,1,0,4,4,0,5,2,1,4,3,0
M,25,10,539,3,1,5,5,1,1,0,3,1,3,3
M,25,3,894,3,0,3,0,0,0,3,3,4,4,4
M,25,8,946,5,4,1,4,0,4,4,0,4,3,0
F,18,10,128,0,0,3,0,0,3,3,0,0,0,0
F,35,12,396,3,2,1,5,1,3,0,0,1,0,3
F,25,19,68,3,0,3,2,1,2,0,5,5,2,1
M,35,0,900,1,1,4,5,3,1,3,3,4,3,0
F,45,12,800,0,0,4,0,0,2,5,4,0,3,5
F,35,9,430,0,4,1,3,0,4,4,5,0,0,0
M,56,6,870,0,4,2,0,0,3,4,1,4,5,0
F,1,12,18,2,0,4,3,4,3,4,2,5,4,1
M,1,1,731,5,4,2,4,0,0,1,5,5,4,0
F,35,0,42,1,4,1,0,1,3,4,2,4,0,0
M,18,10,334,2,0,4,5,5,4,5,1,1,4,3
F,50,16,194,0,0,3,0,2,2,5,2,5,1,0
F,56,14,841,5,0,2,1,2,4,0,5,1,2,1
M,18,11,190,0,0,3,0,0,4,4,3,4,3,0
M,35,2,45,0,0,3,0,0,4,0,0,0,0,0
M,56,1,947,1,0,1,0,2,5,0,4,3,5,1
F,35,0,161,0,1,0,0,0,2,0,5,0,2,3
M,50,18,959,1,4,0,2,0,3,3,2,5,4,0
M,1,13,198,0,2,5,0,5,2,3,2,2,0,0
M,45,1,672,0,0,2,0,3,4,4,4,3,1,0
F,50,20,81,3,1,4,0,0,2,1,2,3,5,1
F,50,19,582,0,4,4,0,3,3,0,3,0,3,0
M,25,7,937,3,0,2,5,0,3,1,1,5,5,0
M,56,17,104,2,0,1,3,0,2,2,3,0,3,0
F,35,1,292,0,2,1,0,2,2,4,2,5,5,3
F,18,10,975,2,2,0,0,2,0,2,1,0,5,0
F,50,18,152,1,4,2,4,4,4,3,1,4,5,0
M,1,3,235,1,0,0,2,0,2,4,3,2,3,3
M,25,0,88,0,0,4,0,3,5,0,3,1,3,5
F,45,14,988,5,0,0,2,5,3,1,0,0,5,5
M,35,11,622,4,0,4,3,0,3,2,4,0,5,1
M,56,19,88,5,0,3,2,0,1,3,5,0,2,0
F,25,0,30,2,4,4,5,0,5,3,3,0,1,0
F,56,3,988,5,1,0,0,0,3,4,5,0,5,0
F,25,14,56,0,0,3,0,0,3,0,3,1,3,0
