Gender,Age,Occupation,ZIP-code,247,2100,2143,2872,3479
M,25,0,296,2,3,2,0,0
F,1,0,272,5,3,0,1,4
M,18,8,69,5,0,4,5,0
M,35,20,937,1,4,0,1,4
M,35,18,492,0,2,1,1,4
M,50,20,775,0,0,0,2,0
M,18,9,838,0,5,0,0,3
F,35,14,200,0,4,2,2,4
F,45,2,701,2,0,3,4,4
F,45,14,379,3,0,0,0,0
F,50,1,170,0,0,0,3,0
F,25,9,770,3,5,2,0,0
F,1,16,349,3,3,0,5,4
M,25,10,590,4,5,0,4,0
M,35,15,616,2,5,5,4,0
F,18,3,871,0,0,3,4,3
M,25,10,181,3,4,4,3,0
M,50,9,908,0,1,3,2,5
F,35,17,953,4,3,0,2,4
F,45,16,302,4,2,0,4,1
F,56,8,437,0,5,4,0,1
F,50,9,462,5,4,4,2,0
M,35,12,894,4,0,0,0,0
F,25,9,10,4,1,0,3,1
M,35,10,150,5,1,0,3,1
F,18,3,840,5,0,1,5,4
F,1,18,968,0,4,4,3,3
F,35,6,104,3,0,1,3,0
F,1,18,700,5,0,1,0,0
F,1,11,313,5,0,2,5,0
M,56,1,680,3,0,2,1,3
F,50,8,405,3,4,5,2,4
F,50,8,666,4,1,0,4,4
M,35,3,972,0,0,0,5,0
M,50,8,322,0,3,4,5,3
F,35,7,853,5,2,5,2,1
F,35,10,836,4,2,4,3,0
F,18,13,878,0,0,0,5,0
M,56,5,987,1,1,0,0,0
M,25,3,262,0,5,4,5,0
F,45,3,584,4,0,2,1,0
M,56,0,200,4,2,2,3,1
F,50,9,61,4,3,4,0,0
M,56,0,492,1,5,0,5,3
M,25,13,997,0,5,0,1,2
M,1,20,913,1,3,0,0,4
M,56,2,730,2,5,1,0,3
F,1,8,6,2,5,3,4,2
F,56,0,485,3,5,0,2,0
F,50,7,560,4,3,0,0,5
M,35,11,302,5,4,0,2,2
F,1,16,17,0,5,3,3,0
M,25,17,460,1,3,0,0,0
M,50,14,553,5,2,2,0,1
F,35,10,312,0,5,1,0,0
F,35,17,490,3,0,4,3,1
M,45,19,231,1,3,5,1,3
M,18,12,410,0,2,0,3,3
F,56,7,616,0,0,0,0,0
M,18,3,301,5,5,4,5,0
F,50,11,590,2,5,0,5,3
M,25,2,912,5,2,4,3,0
F,50,6,940,5,1,5,0,2
F,1,17,286,0,2,4,3,1
F,18,16,235,0,4,0,5,1
M,50,12,457,2,5,4,5,4
F,25,1,603,1,0,0,0,4
M,25,6,131,1,0,0,0,0
F,25,18,912,1,5,4,3,4
F,18,8,880,2,3,2,2,2
F,56,14,193,0,0,2,5,4
F,25,1,212,3,3,0,0,0
F,35,13,380,0,2,4,1,3
F,25,17,457,1,2,0,3,1
F,35,20,157,1,2,4,4,0
F,56,13,968,5,1,5,2,1
F,56,2,323,2,5,0,1,3
M,56,17,991,4,3,1,0,4
M,35,4,803,2,2,0,3,0
F,45,16,537,3,0,2,0,2
F,35,8,370,3,4,4,2,0
F,25,15,902,5,1,0,5,4
F,25,11,834,2,1,2,4,0
F,1,10,473,5,2,1,5,1
F,35,15,443,4,0,2,2,0
M,35,14,434,4,4,2,5,3
F,50,1,913,4,3,2,3,0
M,45,15,483,3,2,0,5,2
M,50,5,16,5,4,0,4,2
F,56,5,122,3,0,2,3,0
F,18,3,330,5,2,5,4,4
M,35,3,220,4,0,2,3,0
M,35,2,927,0,0,4,1,4
F,25,20,764,2,5,0,3,0
M,35,10,945,2,5,2,0,0
M,45,17,554,0,1,0,0,3
M,25,16,215,2,0,0,2,1
F,18,16,462,5,0,2,0,0
F,1,9,981,0,5,0,0,0
F,50,6,853,1,5,1,3,3
F,45,20,603,4,2,0,0,0
F,50,14,895,4,0,2,0,0
M,25,9,85,1,0,0,0,3
M,18,3,993,0,2,0,1,4
F,50,6,494,0,4,1,2,2
F,1,17,973,3,2,0,1,4
F,56,8,937,2,0,3,3,0
M,18,8,194,0,3,1,4,4
F,25,4,627,4,5,3,5,5
M,35,2,113,3,4,2,4,0
M,45,10,623,0,4,0,3,4
F,25,0,323,4,2,1,5,4
F,35,18,972,0,3,2,1,2
M,56,0,79,4,0,0,5,4
M,50,2,83,1,3,4,0,3
F,25,10,54,0,3,0,5,4
M,1,0,462,4,0,3,3,0
M,56,12,756,0,2,3,0,2
F,1,4,735,4,4,4,5,5
M,25,16,921,3,2,0,0,3
M,18,4,292,5,5,0,1,0
F,35,10,640,0,2,4,5,4
M,45,5,240,0,0,0,5,5
M,25,7,944,4,1,0,0,3
M,50,4,532,0,0,3,2,5
F,56,13,830,4,1,0,4,4
M,50,20,630,3,0,5,0,0
F,1,19,377,4,1,0,1,5
M,1,0,442,4,4,3,3,0
F,25,3,457,4,4,3,4,0
F,25,4,140,0,2,0,1,2
M,45,0,463,0,1,0,4,1
F,25,13,915,0,2,0,1,2
F,45,1,466,0,0,4,3,0
F,18,13,602,1,1,0,5,1
M,1,19,977,4,0,0,5,3
M,25,3,596,0,3,4,1,5
F,50,18,474,0,1,2,2,1
F,1,1,24,3,0,0,0,0
F,56,16,122,4,3,3,3,4
M,56,3,200,2,5,4,0,1
F,1,15,951,1,0,1,3,3
M,18,3,130,5,3,3,1,4
F,25,9,361,4,5,0,0,0
F,25,11,275,0,0,0,2,0
F,18,7,720,3,2,2,4,0
F,35,0,735,5,3,2,1,4
F,25,4,18,4,5,2,3,3
F,18,18,17,2,3,5,0,4
M,35,0,79,0,4,3,1,5
F,25,7,13,5,5,3,0,1
F,18,5,121,0,5,1,1,4
F,18,1,211,3,3,1,5,4
F,25,9,790,1,0,0,3,0
M,35,14,912,0,3,2,5,5
M,56,9,530,1,0,3,1,4
F,1,9,212,5,0,0,0,0
F,1,10,919,0,0,0,0,0
M,25,14,168,2,3,1,4,4
M,45,11,157,0,0,2,4,3
F,50,5,307,0,0,5,1,4
M,25,7,141,0,2,1,1,2
M,1,17,98,4,4,0,3,0
F,18,3,799,4,2,0,3,2
F,18,1,551,0,3,0,2,3
M,25,18,708,4,4,3,5,3
M,1,12,973,2,2,4,4,4
M,25,0,946,5,3,5,4,3
M,50,0,207,0,4,3,1,4
M,1,7,379,2,3,0,0,3
F,45,19,128,0,5,3,0,0
M,18,14,66,5,1,1,4,3
F,35,19,60,4,4,3,2,5
F,35,9,114,2,0,0,0,1
F,56,3,652,3,0,4,4,3
F,1,10,460,2,5,0,4,1
M,50,14,373,3,2,5,1,0
F,1,0,560,0,4,2,1,4
F,50,16,582,5,4,2,0,0
F,35,7,329,4,5,4,5,1
F,50,3,485,0,5,3,4,0
F,18,0,836,5,5,1,2,5
M,25,17,894,4,4,0,2,3
M,45,5,31,2,1,0,3,0
M,1,20,230,5,2,0,2,5
M,25,17,64,5,3,0,5,3
F,50,11,285,0,1,0,5,5
F,56,6,560,1,5,1,0,3
M,35,12,70,0,0,0,0,0
F,35,5,321,5,0,0,0,0
F,56,10,181,0,4,0,4,4
M,45,9,165,4,2,4,4,5
M,18,6,380,4,0,2,0,0
M,50,0,680,0,3,0,0,0
M,25,0,752,0,0,0,0,4
M,25,4,550,0,4,0,0,5
M,25,17,103,5,5,3,0,0
M,35,20,468,5,3,0,2,0
M,50,12,483,4,3,2,0,4
F,18,2,122,5,1,0,4,0
F,1,7,468,3,4,2,1,2
M,56,13,772,0,0,1,1,2
M,18,3,226,3,1,3,4,0
F,18,16,672,2,0,0,2,0
M,50,0,796,5,2,0,0,2
F,25,18,600,3,1,3,2,5
F,45,7,42,0,5,1,2,5
F,45,19,616,0,0,0,4,4
M,25,10,756,1,5,5,0,0
F,1,20,956,1,4,5,4,0
M,56,16,485,0,4,0,0,0
M,25,4,114,0,2,1,5,1
F,50,15,954,4,2,3,0,0
F,50,15,914,3,0,0,2,3
M,25,16,131,4,2,0,4,0
M,35,8,337,2,2,1,0,0
M,35,0,200,2,2,1,5,2
F,18,3,916,5,1,4,0,0
M,18,1,952,3,3,4,5,5
F,25,0,50,1,0,0,0,0
M,35,20,971,5,3,2,5,5
F,25,12,24,1,3,0,5,5
M,18,12,321,0,5,0,5,0
F,45,1,166,0,1,2,1,2
M,35,4,741,0,3,3,5,3
F,50,3,339,3,4,0,0,0
F,50,16,245,1,4,0,5,3
M,50,13,623,4,4,2,5,4
F,56,13,105,5,1,5,3,1
F,50,13,105,5,3,2,0,3
F,35,17,361,4,5,2,3,1
F,25,18,971,3,5,4,4,0
M,1,12,358,0,0,0,0,0
M,25,2,928,4,2,0,2,1
F,45,11,945,3,5,0,5,0
F,45,0,452,0,3,4,3,3
M,35,5,108,4,0,0,0,0
F,56,12,523,0,5,3,5,3
M,56,18,349,1,4,0,4,4
M,35,6,610,4,5,0,0,0
F,1,1,990,0,3,5,1,4
M,25,3,912,0,4,0,4,4
M,25,6,765,1,0,4,5,1
F,45,9,923,5,2,0,1,3
F,1,1,320,5,5,0,2,0
M,1,0,838,4,0,0,5,3
F,25,3,321,3,3,0,2,3
F,50,6,78,2,0,0,1,4
M,1,13,761,0,2,4,4,4
F,35,0,641,4,1,0,0,2
M,18,16,200,5,0,0,2,2
M,35,10,966,0,3,0,4,5
F,56,20,261,3,4,0,4,2
M,35,8,549,4,0,4,1,3
F,56,3,431,3,2,3,0,0
F,45,15,581,3,0,2,0,0
M,18,16,329,4,0,0,0,0
F,35,6,23,4,5,0,0,0
M,50,17,373,5,0,0,2,4
M,1,0,942,0,2,0,5,2
M,50,12,212,0,4,3,2,1
M,18,15,856,4,2,3,2,3
F,25,12,297,5,5,0,0,0
M,18,3,313,5,0,5,1,4
M,35,3,878,4,0,4,3,1
F,45,10,935,0,0,0,2,5
