12,0,24,1,37,0,15,0,31,2,36,2,3,0,*,*,32,1,0,0,40,0,20,5,*,*,11,0,47,0,3,0,16,0,1,0,*,*,*,*,29,0,1,0
42,0,20,0,26,0,11,0,15,5,48,1,21,0,*,*,23,3,0,0,3,0,17,3,*,*,24,0,48,0,27,0,27,0,48,0,*,*,*,*,5,0,4,0
27,2,20,0,39,0,12,0,37,2,23,5,9,5,*,*,5,5,0,0,7,0,25,0,*,*,47,4,48,0,17,0,43,0,33,2,*,*,*,*,8,0,43,0
22,0,36,0,6,0,15,0,40,3,35,3,38,0,*,*,20,0,0,0,1,0,35,1,*,*,43,3,39,0,22,0,10,0,29,1,*,*,*,*,20,0,1,0
1,0,43,0,40,0,27,0,3,2,14,0,11,0,*,*,27,0,0,0,14,0,16,0,*,*,4,1,13,0,22,0,9,0,41,1,*,*,*,*,26,0,5,0
46,5,7,2,31,0,14,0,44,4,0,0,7,3,*,*,0,0,0,0,37,0,11,0,*,*,29,0,2,0,18,0,39,0,13,4,*,*,*,*,1,0,38,0
36,0,26,0,39,0,0,0,11,0,15,0,26,0,*,*,48,1,0,0,21,0,27,0,*,*,48,4,0,0,19,0,32,0,7,1,*,*,*,*,1,0,22,0
6,2,40,0,48,0,11,0,45,2,37,3,44,0,*,*,26,2,0,0,49,0,46,0,*,*,22,0,41,0,25,0,49,0,16,0,*,*,*,*,1,0,32,0
39,0,33,2,39,0,39,0,16,5,33,5,20,0,*,*,36,0,0,0,26,0,43,0,*,*,26,0,41,0,9,0,11,0,5,2,*,*,*,*,29,0,23,0
48,0,36,3,18,0,3,0,24,2,43,5,29,0,*,*,38,4,0,0,12,0,39,1,*,*,41,0,37,0,8,0,0,0,49,0,*,*,*,*,1,0,28,0
12,1,20,0,17,0,12,0,32,3,0,2,47,3,*,*,15,5,0,0,19,0,5,1,*,*,39,0,12,0,15,0,38,0,47,0,*,*,*,*,5,0,7,0
31,3,12,0,19,0,35,0,49,0,16,2,1,1,*,*,31,0,0,0,12,0,7,3,*,*,11,4,3,0,29,0,42,0,11,2,*,*,*,*,16,0,11,0
18,0,35,0,39,0,23,0,4,2,6,5,2,2,*,*,41,0,0,0,22,0,17,3,*,*,37,1,12,0,18,0,45,0,6,2,*,*,*,*,1,0,31,0
43,2,2,1,23,0,9,0,48,0,8,5,8,4,*,*,18,1,0,0,17,0,4,0,*,*,49,0,30,0,17,0,42,0,23,4,*,*,*,*,18,0,25,0
35,2,42,2,36,0,46,0,0,3,18,0,24,4,*,*,16,3,0,0,5,0,33,0,*,*,17,0,20,0,34,0,9,0,19,2,*,*,*,*,0,0,17,0
12,1,9,5,39,0,13,0,9,0,9,4,32,0,*,*,19,4,0,0,45,0,20,0,*,*,36,0,39,0,22,0,3,0,26,0,*,*,*,*,8,0,27,0
16,0,22,1,27,0,11,0,20,0,33,0,23,4,*,*,6,0,0,0,1,0,27,0,*,*,5,1,47,0,35,0,34,0,0,1,*,*,*,*,29,0,2,0
5,2,10,4,6,0,23,0,39,2,28,4,18,0,*,*,35,0,0,0,12,0,45,0,*,*,16,2,3,0,4,0,6,0,31,0,*,*,*,*,16,0,31,0
9,2,12,0,13,0,4,0,46,2,11,4,40,2,*,*,25,2,0,0,7,0,18,0,*,*,30,2,18,0,41,0,6,0,45,0,*,*,*,*,14,0,31,0
44,3,14,1,35,0,40,0,27,4,30,2,25,0,*,*,30,2,0,0,24,0,42,0,*,*,30,2,23,0,37,0,12,0,25,3,*,*,*,*,14,0,6,0
29,0,43,0,11,0,12,0,34,1,25,0,37,0,*,*,49,0,0,0,43,0,20,1,*,*,44,0,3,0,19,0,1,0,28,4,*,*,*,*,5,0,18,0
12,0,38,4,20,0,11,0,21,4,20,5,45,0,*,*,34,2,0,0,26,0,32,0,*,*,45,0,11,0,24,0,14,0,35,0,*,*,*,*,5,0,10,0
12,1,48,1,3,0,6,0,25,2,13,4,4,1,*,*,1,1,0,0,11,0,0,0,*,*,19,5,34,0,1,0,2,0,30,0,*,*,*,*,44,0,10,0
23,0,12,0,40,0,11,0,14,0,35,0,17,3,*,*,4,0,0,0,1,0,38,0,*,*,14,0,0,0,29,0,5,0,44,4,*,*,*,*,17,0,24,0
19,0,43,2,32,0,37,0,13,4,17,3,5,1,*,*,17,2,0,0,8,0,17,0,*,*,25,4,8,0,22,0,20,0,26,1,*,*,*,*,7,0,35,0
30,3,15,4,41,0,12,0,26,4,7,0,46,0,*,*,28,4,0,0,15,0,40,4,*,*,33,5,9,0,22,0,46,0,34,1,*,*,*,*,16,0,27,0
23,4,20,0,40,0,25,0,18,1,29,4,0,5,*,*,9,0,0,0,43,0,2,2,*,*,32,5,18,0,24,0,17,0,45,0,*,*,*,*,8,0,0,0
47,4,4,3,32,0,4,0,1,3,4,4,27,4,*,*,37,3,0,0,15,0,27,1,*,*,17,0,35,0,35,0,24,0,43,3,*,*,*,*,8,0,20,0
25,0,20,0,34,0,13,0,30,3,32,4,19,0,*,*,46,3,0,0,1,0,0,1,*,*,13,2,0,0,22,0,12,0,20,3,*,*,*,*,20,0,32,0
32,3,20,0,2,0,0,0,41,4,12,1,6,1,*,*,33,0,0,0,10,0,35,2,*,*,28,3,2,0,1,0,43,0,27,1,*,*,*,*,26,0,16,0
33,2,40,1,6,0,16,0,47,2,40,4,36,5,*,*,44,1,0,0,14,0,39,2,*,*,6,0,7,0,22,0,40,0,32,0,*,*,*,*,39,0,43,0
30,0,20,2,34,0,20,0,29,4,5,3,35,3,*,*,13,4,0,0,47,0,27,3,*,*,2,1,7,0,17,0,9,0,46,0,*,*,*,*,7,0,15,0
23,0,4,0,6,0,27,0,35,3,3,1,13,3,*,*,40,3,0,0,15,0,25,0,*,*,25,4,18,0,22,0,7,0,4,2,*,*,*,*,36,0,13,0
49,3,20,0,17,0,44,0,6,4,22,4,39,4,*,*,47,0,0,0,28,0,21,0,*,*,18,2,3,0,6,0,12,0,36,4,*,*,*,*,1,0,47,0
24,0,45,1,24,0,35,0,19,3,24,1,12,0,*,*,10,0,0,0,36,0,14,2,*,*,42,3,6,0,22,0,43,0,26,2,*,*,*,*,30,0,38,0
8,0,40,1,25,0,11,0,38,2,44,4,42,3,*,*,12,5,0,0,6,0,20,0,*,*,8,3,39,0,40,0,18,0,21,3,*,*,*,*,11,0,22,0
15,0,8,1,24,0,20,0,5,1,27,3,10,0,*,*,11,3,0,0,16,0,31,2,*,*,7,2,1,0,22,0,0,0,2,0,*,*,*,*,38,0,31,0
38,0,12,0,25,0,21,0,2,0,47,5,22,4,*,*,29,5,0,0,17,0,3,2,*,*,3,2,48,0,8,0,40,0,14,0,*,*,*,*,40,0,0,0
20,2,43,0,3,0,13,0,12,0,2,1,28,0,*,*,21,4,0,0,31,0,7,0,*,*,35,5,6,0,6,0,34,0,8,0,*,*,*,*,38,0,1,0
2,2,18,0,3,0,47,0,33,1,17,3,34,1,*,*,8,2,0,0,26,0,42,0,*,*,9,1,7,0,4,0,0,0,40,0,*,*,*,*,1,0,1,0
32,1,43,0,30,0,22,0,7,0,19,0,14,0,*,*,39,1,0,0,35,0,15,2,*,*,0,0,13,0,19,0,34,0,9,3,*,*,*,*,11,0,1,0
20,3,2,2,6,0,31,0,10,3,45,3,41,2,*,*,2,2,0,0,30,0,37,4,*,*,10,0,26,0,22,0,20,0,22,0,*,*,*,*,37,0,43,0
17,0,25,2,3,0,31,0,22,2,31,4,30,2,*,*,42,5,0,0,1,0,6,5,*,*,38,5,43,0,27,0,0,0,18,2,*,*,*,*,33,0,31,0
21,2,2,0,25,0,15,0,43,1,41,5,16,5,*,*,22,1,0,0,1,0,36,0,*,*,34,0,18,0,12,0,42,0,10,3,*,*,*,*,37,0,4,0
27,2,21,4,35,0,20,0,36,4,9,1,49,1,*,*,14,1,0,0,47,0,47,0,*,*,27,0,39,0,48,0,9,0,42,5,*,*,*,*,26,0,35,0
45,2,43,0,1,0,22,0,23,0,10,4,15,0,*,*,3,5,0,0,12,0,29,0,*,*,1,3,47,0,29,0,9,0,12,0,*,*,*,*,5,0,8,0
34,0,9,1,48,0,0,0,8,2,21,5,33,0,*,*,45,0,0,0,20,0,39,0,*,*,15,0,39,0,17,0,41,0,37,3,*,*,*,*,1,0,21,0
48,4,20,0,43,0,0,0,17,4,38,2,43,4,*,*,7,0,0,0,22,0,2,2,*,*,7,1,29,0,22,0,0,0,3,3,*,*,*,*,43,0,31,0
13,0,19,2,39,0,15,0,42,0,1,5,31,0,*,*,43,4,0,0,49,0,38,0,*,*,17,0,6,0,29,0,3,0,11,4,*,*,*,*,17,0,21,0
34,0,43,0,39,0,41,0,28,4,34,0,48,0,*,*,24,3,0,0,16,0,19,0,*,*,20,0,6,0,28,0,46,0,38,5,*,*,*,*,40,0,1,0
