8,1,36,0,37,5,18,0,31,2,36,0,3,0,*,*,32,1,11,4,21,0,4,0,*,*,11,0,1,1,22,4,*,*,1,0,*,*,3,0,43,1,38,0
23,1,38,4,6,5,20,0,15,5,48,1,21,0,*,*,23,3,12,0,12,2,46,3,*,*,24,0,18,0,33,2,*,*,48,0,*,*,7,0,17,2,8,0
0,0,2,0,1,1,17,0,37,2,23,1,9,5,*,*,5,5,7,0,46,0,25,0,*,*,47,4,14,0,24,0,*,*,33,2,*,*,1,2,11,1,4,4
0,0,36,0,44,2,25,0,40,3,42,1,38,0,*,*,20,0,43,0,1,0,0,0,*,*,43,3,23,0,44,0,*,*,29,1,*,*,13,0,44,1,7,0
1,0,4,0,27,3,18,4,3,2,14,3,11,3,*,*,27,0,19,0,1,0,1,0,*,*,4,1,11,0,24,5,*,*,41,1,*,*,23,0,17,4,45,0
20,1,16,0,12,0,13,4,44,4,46,0,32,0,*,*,0,0,30,0,9,0,15,0,*,*,29,0,14,3,10,0,*,*,13,4,*,*,36,0,1,2,38,0
14,0,14,2,44,0,11,3,11,0,15,2,26,2,*,*,48,1,16,5,9,0,47,0,*,*,48,4,29,0,5,2,*,*,7,1,*,*,8,2,36,2,7,0
6,2,14,0,44,0,12,3,45,2,37,0,44,0,*,*,26,2,35,0,1,1,10,1,*,*,22,1,39,0,10,1,*,*,16,0,*,*,14,0,43,0,43,0
2,0,11,1,34,0,28,0,16,1,49,4,20,0,*,*,36,0,5,0,6,4,0,0,*,*,26,0,44,0,38,4,*,*,5,2,*,*,6,3,17,3,14,0
13,4,36,3,14,3,0,2,24,2,43,0,29,0,*,*,38,4,11,0,9,1,14,4,*,*,41,0,36,0,1,0,*,*,49,0,*,*,25,0,5,0,9,0
42,0,4,0,29,1,0,0,32,3,0,0,47,3,*,*,15,5,1,0,31,0,6,4,*,*,39,0,24,2,17,2,*,*,47,0,*,*,29,4,45,0,7,0
15,0,9,0,19,0,20,0,49,0,16,0,0,0,*,*,31,0,20,0,3,0,32,2,*,*,11,4,7,0,24,0,*,*,11,2,*,*,1,1,40,0,20,0
10,0,43,0,11,5,23,5,4,2,6,2,2,2,*,*,41,0,32,0,12,0,25,0,*,*,37,1,3,0,18,4,*,*,6,2,*,*,24,0,31,0,3,0
29,2,2,4,49,2,18,4,48,0,8,0,8,2,*,*,18,1,41,1,11,4,7,0,*,*,49,0,23,2,17,2,*,*,23,4,*,*,12,0,20,3,35,0
13,3,35,1,49,0,25,2,0,3,18,5,24,4,*,*,16,3,43,2,40,0,11,0,*,*,17,0,23,0,6,0,*,*,19,2,*,*,35,3,1,1,38,3
2,3,4,0,27,3,13,0,9,0,9,2,4,0,*,*,19,4,12,0,9,0,21,0,*,*,36,0,35,0,24,0,*,*,31,0,*,*,6,0,42,0,40,0
44,4,1,0,0,0,11,0,20,0,33,0,23,4,*,*,6,0,17,0,9,1,19,1,*,*,5,1,6,1,1,0,*,*,0,1,*,*,7,1,1,2,8,0
11,2,3,0,49,4,31,0,39,2,28,3,18,0,*,*,35,0,20,0,15,0,5,5,*,*,16,0,25,0,24,0,*,*,31,0,*,*,1,0,5,3,3,0
31,2,14,0,11,2,4,2,46,1,11,0,40,2,*,*,25,2,3,0,13,0,4,4,*,*,30,2,15,0,24,2,*,*,45,0,*,*,25,2,45,0,3,0
49,3,14,1,26,1,31,0,27,4,30,2,25,0,*,*,30,2,30,0,17,1,42,0,*,*,31,2,23,0,36,5,*,*,25,3,*,*,6,0,15,0,4,1
19,0,9,5,11,0,20,0,34,1,25,2,37,0,*,*,49,0,5,2,1,0,20,0,*,*,44,0,45,0,20,0,*,*,12,3,*,*,23,2,43,0,3,2
45,0,41,1,27,3,10,0,21,4,20,5,7,0,*,*,34,2,20,0,7,4,19,0,*,*,45,0,36,0,37,1,*,*,35,0,*,*,1,0,7,1,3,1
12,0,4,2,27,4,36,1,25,2,13,0,4,1,*,*,1,1,20,5,1,0,0,0,*,*,19,5,42,0,22,0,*,*,30,0,*,*,6,0,45,1,2,0
12,0,4,0,42,4,9,0,14,0,35,3,17,3,*,*,4,0,2,0,7,1,11,0,*,*,14,0,40,0,24,0,*,*,44,4,*,*,35,0,21,0,11,1
2,0,20,0,0,2,6,2,13,4,17,2,5,1,*,*,17,2,34,0,21,1,25,3,*,*,25,2,12,0,1,0,*,*,49,0,*,*,7,0,0,0,24,3
25,3,11,0,49,0,2,5,26,2,7,4,18,3,*,*,28,4,28,0,15,0,4,2,*,*,33,5,12,1,49,3,*,*,34,1,*,*,13,0,38,1,4,0
46,0,20,0,29,0,26,4,18,1,29,2,0,5,*,*,9,0,19,5,41,2,45,4,*,*,32,5,25,0,16,4,*,*,42,0,*,*,3,1,17,2,31,0
21,0,31,3,18,0,7,1,1,3,4,4,27,3,*,*,37,3,42,0,9,0,10,1,*,*,21,0,7,0,10,4,*,*,43,3,*,*,29,0,5,0,4,0
21,2,3,0,3,4,20,0,30,0,32,2,19,0,*,*,46,3,38,1,1,0,41,1,*,*,13,0,29,0,10,0,*,*,0,4,*,*,6,0,5,4,6,0
24,0,20,0,16,5,18,3,41,4,12,4,6,1,*,*,33,0,25,2,42,4,0,5,*,*,28,0,33,0,1,0,*,*,8,0,*,*,4,2,20,0,20,0
19,0,11,0,32,5,21,0,47,2,40,1,36,0,*,*,44,1,6,0,26,5,0,2,*,*,6,0,32,5,24,0,*,*,32,0,*,*,26,0,11,0,20,0
36,1,11,0,49,0,20,0,29,4,5,1,35,3,*,*,13,4,3,1,47,0,0,0,*,*,2,1,25,0,45,0,*,*,46,0,*,*,41,0,8,0,11,0
8,4,17,2,49,0,19,0,35,3,3,4,13,1,*,*,40,3,6,0,7,5,0,0,*,*,46,4,35,3,1,0,*,*,4,2,*,*,20,0,17,0,0,0
7,0,42,0,3,3,0,2,6,4,22,5,2,0,*,*,47,0,3,4,0,3,7,1,*,*,18,2,40,0,24,0,*,*,36,4,*,*,29,0,42,0,4,4
15,0,3,0,39,2,9,0,19,3,24,3,15,0,*,*,10,0,19,1,15,3,23,0,*,*,42,3,23,2,1,0,*,*,21,0,*,*,3,0,44,3,7,1
1,0,2,0,39,1,48,2,38,2,44,5,42,3,*,*,12,5,24,0,1,0,0,0,*,*,8,2,23,0,26,0,*,*,21,3,*,*,36,0,15,2,26,5
15,0,33,3,29,1,19,0,5,1,27,1,10,0,*,*,11,3,16,0,42,0,45,2,*,*,7,2,29,1,21,0,*,*,2,0,*,*,23,0,40,0,7,0
27,5,3,3,27,3,12,0,2,0,47,4,22,3,*,*,29,5,25,5,42,2,7,2,*,*,3,2,25,0,8,2,*,*,14,0,*,*,4,0,5,0,3,0
8,2,20,0,3,2,31,2,12,0,2,0,28,0,*,*,21,4,12,4,1,0,7,0,*,*,35,0,35,0,21,0,*,*,8,0,*,*,6,1,17,0,20,0
20,5,5,0,32,2,11,3,33,1,39,3,34,1,*,*,8,2,39,1,7,0,34,2,*,*,9,1,7,0,43,4,*,*,40,0,*,*,23,0,16,5,3,0
7,1,20,0,8,2,1,0,7,0,19,0,14,0,*,*,39,1,32,0,9,0,0,0,*,*,0,0,16,4,15,0,*,*,9,3,*,*,18,0,5,1,4,5
3,0,12,0,11,1,3,5,10,3,45,5,41,0,*,*,2,2,39,2,20,2,39,0,*,*,10,0,41,1,24,4,*,*,22,0,*,*,35,2,1,4,5,4
17,0,36,4,30,5,34,2,22,2,31,4,30,2,*,*,42,5,12,4,9,0,20,0,*,*,38,5,1,0,24,0,*,*,18,2,*,*,41,0,5,0,38,0
20,2,32,0,49,0,13,1,43,1,41,0,44,4,*,*,22,1,11,3,9,0,10,0,*,*,34,0,35,0,25,4,*,*,10,3,*,*,19,3,1,4,11,0
0,0,21,4,49,3,20,0,36,4,26,1,33,0,*,*,14,1,25,0,16,0,47,0,*,*,27,0,39,0,7,5,*,*,42,5,*,*,4,2,5,0,26,0
1,1,36,0,26,4,6,1,23,0,10,2,15,0,*,*,3,5,1,0,12,0,7,0,*,*,1,3,40,0,20,5,*,*,12,0,*,*,25,0,5,0,3,0
15,0,38,0,26,5,43,0,8,2,21,1,33,0,*,*,45,0,9,1,3,1,0,0,*,*,15,0,6,0,6,3,*,*,37,3,*,*,6,1,5,0,3,0
12,1,20,0,17,1,34,4,17,0,38,0,7,3,*,*,7,0,40,0,42,1,34,2,*,*,7,1,14,2,10,4,*,*,3,3,*,*,11,1,17,0,5,0
6,0,38,0,16,1,28,0,42,0,1,0,31,0,*,*,43,1,12,0,16,0,19,0,*,*,17,0,23,0,1,0,*,*,43,2,*,*,47,3,3,3,35,2
13,0,19,0,39,3,19,0,28,4,34,2,48,0,*,*,24,3,17,0,16,0,14,0,*,*,20,0,16,0,21,0,*,*,38,5,*,*,35,3,5,0,3,2
