14,0,1,0,36,0,39,0,31,2,35,0,1,0,,,,,43,0,3,0,5,2,,,11,0,8,0,48,0,0,0,1,0,,,41,0,32,0,4,3
2,0,18,0,16,0,3,0,15,5,5,0,27,0,,,,,9,0,5,0,31,0,,,24,0,0,0,0,0,19,0,48,0,,,43,5,2,2,19,0
8,0,31,0,6,0,2,0,37,2,2,0,3,0,,,,,2,0,41,0,27,0,,,47,0,5,0,29,0,5,0,33,0,,,31,3,45,4,3,0
3,0,15,0,37,0,20,0,40,0,0,0,1,0,,,,,13,0,43,0,45,2,,,43,0,35,0,8,0,19,0,29,0,,,1,0,4,2,16,2
8,0,38,0,1,0,2,4,3,2,1,0,0,0,,,,,5,0,38,0,16,0,,,4,0,1,0,2,0,0,0,41,0,,,0,3,34,0,2,2
5,0,1,0,39,0,13,5,44,4,0,0,1,0,,,,,30,0,47,0,5,3,,,29,0,23,0,16,0,0,0,13,0,,,35,3,21,0,38,3
12,0,28,0,34,0,12,0,11,0,17,0,31,0,,,,,19,0,3,0,0,2,,,48,0,6,0,5,0,6,0,7,0,,,8,2,17,1,5,4
5,0,1,0,45,0,4,4,45,2,5,0,0,0,,,,,0,0,9,0,18,0,,,22,0,8,0,13,0,21,0,16,0,,,47,0,2,1,39,1
14,0,3,0,20,0,4,2,16,5,4,0,2,0,,,,,0,0,14,0,14,0,,,26,0,13,0,15,0,26,0,5,0,,,32,5,33,4,25,1
32,0,36,0,48,0,0,4,24,2,24,0,4,0,,,,,30,0,46,0,4,4,,,41,0,42,0,8,0,5,0,49,0,,,39,3,20,0,11,2
1,0,6,0,4,0,6,5,32,3,19,0,37,0,,,,,3,0,47,0,2,0,,,39,0,37,0,1,0,4,0,47,0,,,26,5,11,3,3,0
8,0,2,0,17,0,3,0,49,0,2,0,3,0,,,,,3,0,9,0,7,0,,,11,0,13,0,48,0,3,0,11,0,,,18,2,44,0,3,0
31,0,7,0,15,0,23,0,4,2,5,0,29,0,,,,,2,0,47,0,20,0,,,37,0,10,0,1,0,15,0,6,0,,,19,0,17,0,44,0
3,0,0,0,39,0,2,0,48,0,0,0,3,0,,,,,5,0,12,0,13,0,,,49,0,26,0,17,0,10,0,23,0,,,14,0,27,1,1,0
2,0,10,0,15,0,1,0,0,3,0,0,1,0,,,,,30,0,34,0,49,0,,,17,0,13,0,0,0,49,0,19,0,,,38,2,29,2,2,4
0,0,3,0,38,0,0,0,9,0,1,0,40,0,,,,,40,0,48,0,19,0,,,36,0,13,0,3,0,7,0,13,0,,,10,0,36,2,2,1
39,0,1,0,22,0,38,3,20,0,2,0,20,0,,,,,0,0,42,0,2,0,,,5,0,6,0,5,0,21,0,0,0,,,30,1,1,0,0,0
0,0,3,0,44,0,2,0,39,2,0,0,33,0,,,,,1,0,45,0,38,1,,,16,0,8,0,42,0,5,0,31,0,,,6,1,34,0,38,1
42,0,47,0,44,0,36,4,46,1,16,0,9,0,,,,,7,0,9,0,0,0,,,30,0,6,0,0,0,42,0,45,0,,,23,4,0,4,11,0
14,0,3,0,14,0,20,4,27,4,8,0,0,0,,,,,26,0,29,0,40,3,,,30,0,15,0,9,0,26,0,25,0,,,17,2,33,0,28,1
1,0,0,0,37,0,20,0,34,1,18,0,12,0,,,,,20,0,42,0,49,0,,,44,0,16,0,1,0,10,0,28,0,,,28,3,11,2,2,3
5,0,10,0,17,0,10,1,21,4,4,0,7,0,,,,,1,0,26,0,5,0,,,45,0,4,0,2,0,10,0,35,0,,,37,1,6,0,5,0
9,0,47,0,35,0,3,4,25,2,5,0,18,0,,,,,2,0,8,0,16,0,,,19,0,1,0,10,0,5,0,30,0,,,49,0,1,1,39,0
1,0,2,0,36,0,25,0,14,0,12,0,12,0,,,,,29,0,9,0,46,4,,,14,0,1,0,3,0,2,0,44,0,,,48,1,8,0,3,0
14,0,36,0,44,0,0,2,13,4,23,0,7,0,,,,,19,0,7,0,11,0,,,25,0,6,0,19,0,0,0,39,0,,,33,5,20,1,32,4
19,0,2,0,46,0,7,2,26,4,19,0,0,0,,,,,2,0,0,0,38,2,,,33,0,0,0,8,0,32,0,34,0,,,13,0,40,4,9,1
13,0,25,0,29,0,2,0,18,1,38,0,20,0,,,,,4,0,41,0,29,2,,,32,0,6,0,5,0,8,0,15,0,,,9,0,12,0,5,0
12,0,1,0,49,0,4,2,1,3,10,0,3,0,,,,,28,0,34,0,15,0,,,17,0,0,0,10,0,0,0,43,0,,,5,2,12,0,9,3
0,0,13,0,48,0,2,0,30,3,9,0,0,0,,,,,11,0,7,0,3,0,,,13,0,34,0,8,0,5,0,20,0,,,12,0,3,0,17,5
3,0,24,0,44,0,9,1,41,4,9,0,3,0,,,,,8,0,29,0,8,5,,,28,0,12,0,1,0,18,0,27,0,,,25,1,12,0,1,0
12,0,1,0,1,0,26,2,47,2,2,0,1,0,,,,,36,0,25,0,17,1,,,6,0,1,0,28,0,7,0,32,0,,,29,0,20,0,7,0
4,0,1,0,23,0,9,0,29,4,2,0,0,0,,,,,8,0,23,0,7,4,,,2,0,0,0,2,0,38,0,46,0,,,21,0,19,1,1,0
12,0,16,0,49,0,2,4,35,3,4,0,1,0,,,,,35,0,42,0,5,4,,,25,0,13,0,5,0,1,0,4,0,,,15,3,7,0,20,4
8,0,3,0,29,0,12,1,6,4,9,0,5,0,,,,,24,0,42,0,5,0,,,18,0,13,0,2,0,46,0,36,0,,,44,0,4,0,1,0
39,0,1,0,49,0,11,0,19,3,1,0,9,0,,,,,2,0,9,0,5,3,,,42,0,23,0,8,0,14,0,26,0,,,3,0,2,3,15,0
3,0,2,0,27,0,11,3,38,2,4,0,9,0,,,,,46,0,16,0,11,0,,,8,0,0,0,29,0,0,0,21,0,,,45,1,2,0,11,1
1,0,25,0,22,0,19,2,5,1,8,0,12,0,,,,,0,0,7,0,4,2,,,7,0,25,0,28,0,12,0,2,0,,,36,3,15,0,7,0
4,0,8,0,19,0,11,0,2,0,23,0,0,0,,,,,2,0,40,0,10,0,,,3,0,8,0,23,0,42,0,14,0,,,2,0,40,0,20,4
0,0,13,0,18,0,9,0,12,0,4,0,16,0,,,,,10,0,3,0,3,0,,,35,0,5,0,2,0,36,0,8,0,,,27,3,27,0,1,0
8,0,31,0,39,0,1,1,33,1,2,0,19,0,,,,,44,0,40,0,0,5,,,9,0,13,0,7,0,26,0,40,0,,,22,2,11,3,12,0
4,0,5,0,6,0,0,5,7,0,8,0,9,0,,,,,0,0,40,0,5,5,,,0,0,1,0,40,0,0,0,9,0,,,20,3,2,0,4,4
5,0,4,0,46,0,1,2,10,3,36,0,1,0,,,,,30,0,27,0,7,0,,,10,0,5,0,1,0,2,0,22,0,,,24,0,15,0,2,0
5,0,25,0,36,0,40,0,22,2,0,0,12,0,,,,,20,0,9,0,41,1,,,38,0,27,0,36,0,17,0,18,0,,,46,0,34,0,3,0
0,0,25,0,27,0,1,0,43,1,6,0,5,0,,,,,17,0,42,0,28,1,,,34,0,3,0,14,0,7,0,10,0,,,42,0,20,3,19,1
14,0,0,0,49,0,26,0,36,4,46,0,1,0,,,,,20,0,42,0,3,1,,,27,0,6,0,10,0,45,0,42,0,,,4,2,42,1,33,3
2,0,38,0,29,0,14,0,23,0,4,0,5,0,,,,,12,0,39,0,17,0,,,1,0,35,0,3,0,2,0,12,0,,,16,5,0,0,20,1
