39,0,9,0,37,4,0,0,31,2,36,4,3,0,*,*,32,1,*,*,8,0,24,0,*,*,40,0,1,0,17,0,10,2,1,0,*,*,41,0,28,0,44,0
41,0,15,0,43,0,34,0,15,5,48,1,26,2,*,*,23,3,*,*,5,0,14,1,*,*,17,0,34,0,47,0,9,0,48,0,*,*,43,5,9,3,33,0
5,0,39,0,15,5,20,0,37,2,23,3,9,5,*,*,5,5,*,*,29,0,8,0,*,*,36,4,14,0,10,0,49,0,33,2,*,*,31,3,11,0,38,0
22,0,35,0,24,5,11,0,40,3,42,0,31,4,*,*,20,0,*,*,14,0,6,0,*,*,15,3,44,0,25,0,8,1,29,4,*,*,1,0,26,4,8,0
28,0,4,0,42,3,46,0,3,2,14,4,21,0,*,*,27,0,*,*,40,0,28,0,*,*,4,1,32,0,23,0,17,2,41,1,*,*,0,3,38,0,25,0
47,0,34,0,47,3,13,2,44,4,46,0,44,0,*,*,0,0,*,*,28,0,21,0,*,*,14,0,18,0,5,0,40,0,13,4,*,*,35,3,31,5,13,0
13,0,7,0,45,0,21,0,11,0,15,3,10,5,*,*,48,1,*,*,36,0,27,0,*,*,12,4,37,0,8,0,29,4,7,5,*,*,8,2,48,0,24,0
40,0,41,0,33,3,5,0,45,2,37,0,25,3,*,*,26,2,*,*,4,4,29,0,*,*,22,0,29,0,36,0,36,2,16,1,*,*,47,0,12,0,28,0
16,0,28,0,6,1,15,0,16,5,49,3,45,0,*,*,36,0,*,*,46,0,38,0,*,*,23,0,40,0,22,0,7,0,5,2,*,*,32,5,8,0,34,0
33,0,26,0,14,4,24,0,24,0,43,4,29,0,*,*,38,4,*,*,9,0,25,1,*,*,37,0,3,0,40,0,1,0,49,0,*,*,39,3,42,1,41,0
36,0,16,0,4,1,12,0,32,3,0,3,47,3,*,*,15,5,*,*,48,0,5,0,*,*,39,0,30,0,4,4,13,0,47,0,*,*,26,5,34,0,35,0
11,0,11,0,5,3,7,0,49,0,16,0,1,0,*,*,31,0,*,*,6,0,49,0,*,*,34,4,36,0,32,0,23,0,15,3,*,*,18,2,19,0,17,0
1,0,45,0,10,5,39,0,4,2,6,2,2,2,*,*,41,0,*,*,31,0,15,0,*,*,3,1,8,0,29,0,45,3,6,2,*,*,19,0,40,0,16,0
43,0,32,1,36,5,36,0,48,0,8,0,8,4,*,*,18,1,*,*,1,4,20,0,*,*,42,0,0,0,46,0,28,1,23,4,*,*,14,0,14,1,40,0
48,5,24,1,19,2,25,0,0,2,18,0,4,3,*,*,16,3,*,*,18,5,33,0,*,*,13,0,26,0,6,0,20,0,19,2,*,*,38,2,16,0,27,0
9,0,31,0,41,3,14,0,9,0,9,2,16,0,*,*,19,3,*,*,32,0,26,0,*,*,10,3,31,0,3,0,15,2,11,0,*,*,10,0,33,1,31,0
45,0,18,0,35,5,23,0,20,0,33,0,23,0,*,*,6,0,*,*,17,0,16,0,*,*,44,1,23,5,35,0,24,4,0,1,*,*,30,1,32,0,47,0
34,0,40,0,28,5,9,4,39,2,28,3,18,0,*,*,35,0,*,*,23,0,45,0,*,*,8,2,6,0,44,0,16,3,31,0,*,*,6,1,1,0,20,0
14,0,10,0,27,3,48,0,46,2,11,3,39,2,*,*,25,2,*,*,7,0,18,0,*,*,24,2,33,0,41,0,26,4,45,0,*,*,23,3,47,0,12,0
42,0,47,0,30,3,10,0,27,4,30,2,11,0,*,*,30,2,*,*,24,0,39,0,*,*,31,5,39,0,48,4,30,1,25,3,*,*,17,2,7,0,3,0
29,0,48,0,38,4,16,0,34,1,25,2,37,3,*,*,49,0,*,*,15,0,17,0,*,*,9,0,9,0,28,0,44,0,28,4,*,*,28,3,4,0,6,0
20,0,8,0,18,3,33,0,21,4,20,3,41,0,*,*,34,2,*,*,26,0,2,0,*,*,7,0,2,0,26,0,37,0,35,0,*,*,37,1,30,0,19,0
24,0,49,0,17,0,6,0,25,2,13,0,40,1,*,*,1,1,*,*,41,0,34,0,*,*,29,5,10,0,19,0,32,0,30,0,*,*,49,0,27,0,10,0
38,0,12,0,40,1,32,0,14,0,35,3,17,3,*,*,4,0,*,*,2,0,12,0,*,*,43,0,25,0,27,0,48,3,44,4,*,*,48,1,10,0,36,0
12,0,36,1,0,5,45,0,13,4,17,0,5,1,*,*,17,0,*,*,13,0,13,0,*,*,25,2,42,0,38,0,33,0,24,0,*,*,33,5,3,0,39,0
18,5,30,0,12,3,43,0,26,5,7,4,46,0,*,*,28,4,*,*,25,0,4,0,*,*,38,5,20,0,49,0,34,1,34,1,*,*,13,0,44,0,32,0
7,0,43,0,11,3,44,4,18,1,29,1,0,5,*,*,9,0,*,*,34,0,1,0,*,*,26,5,12,0,37,0,12,2,39,0,*,*,9,1,6,0,1,0
15,0,0,0,21,0,19,0,1,3,4,4,27,4,*,*,37,3,*,*,10,0,22,0,*,*,48,0,7,0,39,0,25,0,43,3,*,*,5,2,23,0,7,0
32,0,3,0,16,3,26,0,30,3,32,2,19,0,*,*,46,3,*,*,37,1,32,0,*,*,18,4,22,0,13,0,5,0,20,4,*,*,12,0,15,0,11,0
31,0,23,0,1,5,27,0,41,4,21,1,6,1,*,*,33,0,*,*,27,0,3,0,*,*,1,3,24,0,15,0,3,3,27,1,*,*,25,1,46,0,4,0
6,0,33,0,2,5,35,0,47,2,40,1,32,5,*,*,44,1,*,*,19,1,31,0,*,*,2,5,15,0,45,0,35,0,32,0,*,*,29,0,43,0,18,0
8,0,29,1,44,0,30,0,29,4,5,2,35,3,*,*,13,4,*,*,43,0,35,0,*,*,21,1,11,0,30,0,47,2,46,0,*,*,21,0,41,1,2,0
2,0,25,0,48,1,41,0,35,0,3,3,13,1,*,*,40,3,*,*,35,1,0,2,*,*,46,4,41,0,9,0,19,0,4,2,*,*,15,3,25,0,15,0
35,0,17,0,26,0,1,4,6,4,22,0,33,4,*,*,47,0,*,*,42,2,10,0,*,*,33,2,4,0,34,0,41,5,36,4,*,*,44,0,0,0,30,0
25,0,2,0,22,4,42,0,19,0,24,3,15,4,*,*,10,0,*,*,38,0,42,0,*,*,28,3,49,0,1,0,2,0,26,5,*,*,3,0,29,0,23,0
37,0,1,0,39,5,8,0,38,2,44,5,7,1,*,*,12,5,*,*,44,2,41,0,*,*,19,3,45,0,7,0,21,0,21,3,*,*,45,1,45,0,26,5
49,0,44,0,23,4,28,0,5,1,27,1,38,5,*,*,11,3,*,*,30,0,19,0,*,*,32,2,16,3,24,0,43,1,2,0,*,*,36,3,24,0,29,0
21,0,19,0,31,4,22,0,2,0,47,3,22,0,*,*,29,5,*,*,11,1,40,0,*,*,49,2,48,0,11,0,18,5,14,0,*,*,2,0,37,0,14,0
19,0,42,0,3,0,31,0,12,0,2,2,28,0,*,*,21,4,*,*,20,0,11,0,*,*,47,0,27,0,2,0,22,3,8,0,*,*,27,3,36,0,49,0
26,5,13,0,32,3,47,0,33,1,39,3,34,1,*,*,8,2,*,*,47,0,36,0,*,*,45,1,47,0,0,0,27,0,40,0,*,*,22,2,22,3,9,0
3,0,20,0,29,5,29,0,7,0,19,0,14,0,*,*,39,1,*,*,3,0,43,2,*,*,0,0,28,0,33,0,0,5,9,3,*,*,20,3,49,0,43,0
4,0,14,0,8,4,3,0,10,3,45,5,43,0,*,*,2,2,*,*,45,0,37,0,*,*,11,0,5,0,42,0,14,5,22,0,*,*,24,0,18,0,5,0
