25,0,1,0,18,2,38,3,0,2,42,0,44,5,,,4,1,12,3,,,27,0,,,11,0,47,3,33,2,47,2,46,3,,,27,5,24,4,44,0
46,0,18,0,26,4,3,1,0,3,29,4,32,0,,,49,3,25,0,,,25,5,,,18,0,45,4,16,0,35,0,22,3,,,27,3,28,1,16,0
40,5,24,5,20,1,26,0,24,3,30,3,26,4,,,33,5,2,3,,,1,0,,,3,4,44,2,26,5,26,0,28,5,,,27,2,18,4,0,5
41,3,33,2,41,0,25,0,5,2,28,0,2,3,,,46,0,42,0,,,22,2,,,49,3,13,5,27,1,17,0,21,3,,,27,3,26,5,21,0
41,0,24,5,17,2,48,4,40,3,1,0,31,2,,,35,0,49,3,,,45,2,,,32,1,1,4,28,2,0,1,43,1,,,27,3,36,0,0,2
45,1,15,2,28,0,13,4,2,0,18,1,36,0,,,43,0,43,0,,,23,2,,,14,0,34,1,41,0,42,0,2,4,,,27,2,24,4,5,0
44,0,0,4,27,4,19,4,20,1,29,3,0,0,,,23,1,19,4,,,23,0,,,43,4,26,0,47,5,30,1,18,2,,,27,2,20,4,41,5
22,2,1,0,1,5,46,5,30,3,32,0,25,0,,,20,2,25,2,,,45,3,,,26,1,8,1,45,0,47,5,46,0,,,27,3,2,4,6,0
28,4,3,5,27,3,29,0,20,5,4,1,34,4,,,21,0,46,0,,,45,2,,,10,0,13,0,49,2,24,0,30,0,,,27,1,3,5,0,4
31,4,0,4,26,5,32,5,20,0,27,1,42,5,,,49,4,27,3,,,24,2,,,43,0,17,3,48,2,41,0,22,0,,,27,2,20,4,28,0
2,3,32,4,0,4,10,4,35,0,21,0,17,0,,,39,5,42,0,,,2,4,,,21,0,0,0,49,4,26,0,47,0,,,27,3,34,0,3,0
38,2,2,1,32,1,3,2,25,0,23,4,3,4,,,2,0,47,4,,,1,0,,,11,4,27,1,33,0,3,3,31,3,,,27,0,32,0,20,0
