12,0,28,0,38,0,23,2,16,0,29,0,32,0,13,2,40,5,19,0,44,1,40,0,*,*,10,0,29,1,*,*,39,1,28,1,6,0,42,0,17,4,25,2
16,4,25,0,7,0,45,1,19,2,20,0,31,2,22,0,42,2,5,0,21,3,47,4,*,*,9,0,18,5,*,*,29,0,42,3,17,0,33,0,19,0,42,0
3,0,34,0,17,0,37,0,13,4,25,1,12,5,40,0,24,0,18,0,13,0,5,5,*,*,1,1,39,1,*,*,32,4,4,0,34,0,43,5,23,1,16,0
43,4,36,4,13,2,23,1,24,0,26,1,28,0,47,1,9,0,22,0,48,0,22,4,*,*,24,4,37,5,*,*,16,1,19,2,19,2,21,0,14,0,13,2
34,0,37,0,48,0,43,0,20,0,17,0,24,5,23,5,39,0,8,1,21,4,31,0,*,*,9,3,34,1,*,*,39,3,36,2,9,2,43,0,26,0,30,0
38,2,11,5,29,0,1,2,13,2,2,1,28,0,4,0,29,0,28,0,21,0,49,3,*,*,2,0,3,0,*,*,31,0,34,4,47,0,23,1,49,0,20,0
0,4,23,2,12,5,37,0,37,1,18,4,21,0,2,5,23,0,36,0,41,4,7,0,*,*,13,0,14,2,*,*,4,1,0,0,32,0,36,4,6,0,4,0
36,0,37,1,15,1,37,3,14,0,9,0,0,0,23,4,29,0,43,5,37,0,23,0,*,*,34,0,25,5,*,*,15,0,35,0,15,3,31,0,11,0,44,3
32,0,32,0,46,0,48,0,38,3,36,2,16,2,24,5,12,4,2,3,45,0,42,5,*,*,2,0,44,1,*,*,14,1,8,3,3,5,47,5,28,4,12,0
24,5,5,0,0,0,9,4,6,4,49,0,13,0,41,0,43,0,48,0,33,5,23,0,*,*,14,0,31,3,*,*,33,1,36,2,39,2,20,0,13,0,38,0
44,4,24,2,29,4,49,5,35,0,23,2,2,5,29,1,32,5,43,0,0,0,9,0,*,*,11,1,36,4,*,*,48,4,30,5,31,3,49,5,10,5,17,2
42,2,30,4,21,2,37,0,1,0,15,4,1,0,17,5,21,0,5,0,13,0,19,0,*,*,9,2,24,1,*,*,35,4,0,5,44,0,19,1,30,0,4,0
19,1,0,0,34,4,22,0,17,2,26,3,43,0,29,1,25,4,39,0,29,0,41,3,*,*,6,1,49,0,*,*,46,0,11,0,28,4,21,0,4,0,15,4
23,2,9,5,33,0,36,0,10,4,32,0,35,0,2,4,33,0,40,0,10,0,29,1,*,*,22,0,42,0,*,*,30,0,32,5,13,3,23,0,28,0,43,0
4,5,41,0,30,0,21,2,4,4,29,0,45,1,1,5,30,0,0,0,46,1,6,4,*,*,22,0,27,0,*,*,1,0,38,5,49,5,21,0,12,0,3,4
2,0,2,0,34,0,49,3,30,0,18,3,10,0,35,3,3,0,49,3,32,0,1,0,*,*,3,1,23,0,*,*,2,2,9,4,8,0,33,0,42,0,35,3
40,0,10,2,32,0,7,0,16,0,30,0,10,5,2,4,20,0,29,1,27,1,10,4,*,*,46,1,20,0,*,*,38,2,14,4,43,0,42,0,4,0,42,0
41,0,27,5,45,3,15,0,38,0,8,4,46,3,11,0,48,2,34,2,40,0,16,2,*,*,22,0,46,2,*,*,31,3,3,3,29,4,19,0,41,0,34,5
48,1,49,4,6,2,31,1,45,1,41,0,42,0,18,3,40,5,13,1,33,0,40,3,*,*,22,5,0,0,*,*,40,0,41,5,23,5,2,5,35,3,18,2
5,0,8,0,26,0,49,0,6,0,40,3,17,0,9,3,28,4,27,0,45,0,23,0,*,*,0,5,8,1,*,*,23,0,45,3,16,0,24,0,41,0,9,3
45,0,22,0,1,0,20,0,14,0,5,4,12,1,10,5,28,0,34,3,30,0,47,1,*,*,27,3,19,5,*,*,27,5,44,2,5,4,40,0,20,0,16,0
10,4,27,4,20,0,15,2,27,5,48,0,0,0,49,2,8,5,25,0,43,0,23,0,*,*,39,2,38,5,*,*,3,5,31,5,0,1,35,5,25,5,11,4
