Gender,Age,Occupation,ZIP-code,2,56,260,653,673,1009,1073,1525,1750,1881,1967,2043,2093,2105,2143,2193,2399,2628,2968,3479,3489,3877,3889
F,25,15,582,0,0,2,4,2,2,1,0,0,5,4,4,4,4,3,0,0,2,1,4,0,0,1
F,18,7,327,2,4,4,4,4,1,2,5,3,3,1,0,4,4,5,5,3,3,0,3,4,0,5
M,50,4,354,5,0,3,0,1,5,4,0,0,0,2,0,0,1,3,2,3,5,1,4,4,2,4
M,56,1,950,5,2,3,0,4,0,1,0,1,5,0,2,4,4,3,3,0,5,0,1,0,3,4
M,25,10,284,5,4,3,1,0,0,4,1,1,3,0,0,4,0,3,0,0,4,4,3,4,4,1
M,18,2,221,0,2,3,2,4,2,0,0,0,5,1,4,0,5,3,5,5,3,2,1,0,5,2
M,45,4,622,5,1,4,1,1,4,2,1,3,5,1,3,5,3,1,4,0,3,0,4,1,5,5
F,18,8,794,5,0,1,4,3,0,0,0,0,0,4,0,5,1,0,4,4,4,4,2,1,0,0
M,35,17,22,3,0,2,0,2,1,0,0,0,0,2,5,5,0,0,3,4,0,0,3,0,2,4
M,25,2,433,0,2,0,2,1,0,1,0,4,0,5,4,0,0,0,3,0,5,2,0,0,2,0
M,56,18,770,5,1,5,1,1,0,2,1,5,5,4,0,5,1,5,2,0,4,1,1,0,0,1
M,56,16,104,1,3,5,0,1,2,1,1,2,4,2,4,0,1,0,1,1,4,4,4,2,5,2
F,50,19,799,2,4,3,2,0,2,1,0,4,2,4,2,5,2,4,0,3,5,2,3,4,2,0
M,25,15,234,2,0,3,0,0,0,4,0,0,1,5,0,0,0,0,0,5,3,0,5,0,0,2
F,25,14,371,1,1,4,4,4,5,0,2,5,5,0,0,3,1,1,5,3,4,0,1,2,0,5
F,18,19,544,0,0,2,4,0,3,3,0,2,4,0,0,4,1,0,4,3,5,0,0,1,4,1
M,45,8,417,0,0,1,0,0,2,5,0,0,0,0,0,3,5,0,1,0,2,0,0,0,0,4
M,50,3,613,4,3,5,2,1,5,0,0,1,4,2,4,2,5,0,4,3,3,0,0,0,0,2
F,45,13,79,4,0,4,0,1,3,1,3,0,0,1,0,4,5,0,1,0,4,0,1,0,0,1
M,18,6,933,4,0,3,0,4,0,4,0,0,0,3,0,4,5,0,3,4,5,1,0,1,0,3
M,25,19,833,0,0,3,1,2,0,4,0,0,2,0,0,0,4,3,0,3,1,0,0,5,0,5
F,50,8,166,1,0,4,4,2,5,5,2,0,0,2,1,1,4,4,4,4,4,1,2,4,0,4
F,18,2,307,4,0,4,3,5,5,5,4,0,5,5,3,0,2,5,2,3,3,1,3,1,0,3
F,18,20,193,0,1,5,0,4,3,1,0,3,3,1,4,4,0,5,1,4,3,1,4,1,0,1
M,50,19,833,0,2,2,0,0,0,0,0,0,0,0,0,3,4,0,4,0,1,4,1,0,0,5
M,35,15,947,5,4,4,0,0,3,4,0,0,5,1,3,5,0,5,0,3,4,1,0,2,0,4
M,56,0,674,3,4,4,5,3,0,4,0,5,1,4,0,2,2,2,0,5,3,4,0,2,0,5
F,50,14,992,0,0,4,4,5,0,3,0,0,0,5,1,0,4,4,1,3,4,1,4,5,0,0
F,45,8,186,2,0,0,5,3,0,5,5,0,1,4,0,0,3,2,4,0,4,4,4,2,0,2
M,18,2,957,0,3,2,0,0,3,1,0,3,2,5,4,1,0,0,1,5,0,2,3,3,5,2
M,25,16,731,4,0,0,4,0,5,0,0,0,2,2,0,4,2,0,0,0,3,0,4,1,1,5
F,50,5,912,5,0,1,5,4,2,0,1,3,0,1,1,4,0,3,1,3,1,0,5,1,0,1
M,1,15,743,1,1,1,4,2,0,0,3,4,5,5,0,0,0,4,3,5,5,0,0,4,4,3
F,56,1,234,0,4,3,5,1,3,1,0,2,5,0,0,4,3,5,2,3,3,4,4,1,0,1
M,45,16,577,0,0,1,0,1,0,4,0,0,0,2,0,4,3,0,5,0,4,1,3,4,1,4
M,35,15,431,5,1,2,2,0,0,5,1,5,1,3,3,0,5,1,0,0,1,2,3,5,5,0
M,1,8,985,2,0,1,4,0,0,0,0,0,3,4,0,1,5,4,3,0,5,3,1,2,0,5
F,35,15,74,0,0,1,4,0,0,0,0,0,0,4,0,0,4,4,0,3,1,1,0,0,0,0
M,18,9,229,0,0,5,4,2,3,1,0,0,5,5,2,3,1,4,1,4,4,5,3,0,3,3
F,56,19,773,2,3,5,2,2,0,1,0,2,5,5,5,4,2,3,1,3,2,3,5,3,2,5
M,25,1,240,4,0,3,0,4,0,3,0,0,0,0,0,5,1,0,1,1,0,4,2,0,0,1
M,25,20,306,3,4,1,0,0,0,3,0,0,0,3,4,4,5,0,0,4,4,4,4,4,4,3
M,18,19,549,2,1,3,0,0,0,3,5,0,0,0,5,0,0,0,0,0,3,4,0,1,0,2
M,25,15,947,1,4,3,1,3,2,0,1,5,4,2,0,3,1,3,0,3,0,2,3,3,0,4
M,18,2,796,0,2,1,4,4,5,4,0,1,5,0,4,1,3,3,2,0,4,0,0,0,0,4
M,18,5,481,3,3,2,0,4,3,4,3,3,5,1,0,2,0,0,1,0,2,0,4,1,1,5
M,35,0,841,2,0,0,5,5,3,3,4,1,0,5,5,1,1,2,5,2,0,3,1,1,0,4
M,45,17,30,3,0,3,0,0,2,3,0,0,0,4,0,3,5,0,1,0,3,4,5,0,1,5
M,35,8,109,0,0,0,0,0,1,4,0,2,0,4,3,4,0,0,4,0,0,3,4,2,4,2
F,45,8,21,2,2,2,3,5,0,0,3,0,4,4,0,4,5,2,4,0,2,1,0,2,0,1
F,25,4,193,4,2,0,0,3,1,4,3,0,0,4,5,1,4,0,0,3,3,0,4,5,0,2
M,45,5,376,4,0,5,5,0,5,5,0,0,4,2,1,4,2,5,0,4,4,0,5,4,0,3
F,18,10,972,0,1,5,4,4,3,4,0,2,5,1,3,4,3,5,4,0,5,2,2,1,2,5
M,25,15,880,0,0,4,2,4,1,2,0,3,4,4,0,4,1,1,1,3,1,3,0,2,0,2
F,50,20,466,5,0,2,1,3,0,0,0,0,3,0,0,4,5,3,4,0,3,5,2,1,0,3
M,56,12,15,4,0,4,2,0,0,0,0,0,5,0,0,0,1,2,4,2,1,0,0,0,3,3
F,56,0,880,2,4,1,0,0,3,0,5,1,4,0,0,4,1,0,0,0,3,0,0,3,0,4
M,35,0,111,2,2,1,0,0,0,0,0,1,3,4,0,4,0,0,4,0,2,0,0,0,0,1
F,25,5,447,4,1,4,1,4,0,4,0,3,3,1,0,0,0,5,3,2,5,0,5,3,3,0
M,50,11,402,0,1,0,0,4,5,4,0,2,0,1,5,4,2,0,4,4,3,5,5,5,1,5
M,45,17,618,1,0,1,0,3,0,3,0,0,5,0,0,4,4,1,3,3,4,4,5,0,0,1
F,45,10,744,3,4,2,4,4,4,4,1,5,3,1,4,3,0,0,5,0,1,5,5,2,4,1
F,1,15,38,0,0,5,2,1,3,4,0,0,0,2,0,3,0,4,3,0,5,0,5,4,0,4
M,25,0,103,0,2,5,0,0,0,5,0,1,1,0,0,3,1,2,0,5,5,0,0,2,0,5
F,25,5,600,2,3,1,0,3,0,1,0,3,3,1,0,5,0,3,4,4,1,4,4,1,0,1
M,45,7,396,1,0,5,1,5,3,0,0,4,0,4,1,5,3,2,4,0,2,0,2,5,3,0
F,50,8,136,0,1,5,4,4,2,3,0,2,1,1,5,5,3,4,5,0,3,5,1,5,0,0
F,1,8,633,5,0,3,4,3,5,0,1,0,1,0,5,2,1,4,1,5,2,5,5,4,5,2
F,18,4,557,0,1,1,1,0,5,5,0,5,3,4,3,4,2,5,3,2,1,2,0,2,0,1
M,18,16,328,0,1,1,0,4,0,5,0,2,3,2,0,4,2,0,5,0,2,0,0,5,3,3
F,50,0,78,4,0,3,4,2,5,3,4,0,0,0,0,4,5,0,5,3,1,4,4,4,2,4
M,56,19,62,5,3,4,0,0,0,0,1,0,3,0,0,3,1,2,4,3,2,5,0,0,0,4
M,35,2,770,5,1,5,1,2,5,4,0,4,1,5,0,0,4,1,0,0,2,3,0,2,0,0
M,18,14,622,0,0,4,3,0,0,5,0,0,5,0,0,4,0,0,3,0,5,0,2,3,0,1
F,25,16,956,1,1,1,4,4,2,4,2,5,1,3,3,3,0,5,0,5,0,2,2,0,5,5
M,35,19,303,0,4,4,4,0,0,0,0,5,5,0,0,0,5,4,1,0,2,2,0,0,0,0
M,18,12,486,0,0,3,0,2,0,5,0,0,0,5,3,2,2,0,1,0,1,1,0,2,1,5
F,25,5,799,3,3,4,5,4,2,4,0,3,4,1,2,5,2,3,0,1,3,5,3,4,0,0
M,35,12,833,3,4,3,5,2,1,4,3,5,4,5,0,3,4,0,5,0,4,4,1,2,1,4
F,56,11,421,4,2,4,5,4,0,4,4,4,0,4,0,0,0,3,3,4,5,2,0,0,0,0
M,35,6,940,5,1,0,0,4,5,1,0,3,1,1,0,3,3,0,5,2,4,1,3,1,5,3
M,35,14,26,2,1,3,2,0,5,0,5,5,4,0,0,3,4,1,0,0,1,2,0,0,0,4
M,18,3,900,0,0,5,0,2,5,2,0,0,0,0,5,0,5,0,1,3,0,4,0,0,0,0
F,1,4,701,0,1,2,0,1,0,0,0,3,1,0,2,0,2,0,3,0,1,0,0,1,3,0
M,1,0,943,0,0,3,0,3,0,4,0,4,0,4,0,0,0,4,4,0,2,4,0,0,0,0
M,50,11,346,0,0,1,2,3,5,4,0,0,2,0,4,2,5,3,0,5,4,0,5,1,4,5
M,35,17,787,2,0,2,2,4,2,3,0,4,5,4,0,4,1,5,0,1,4,2,2,1,1,1
M,35,19,70,3,3,5,0,0,5,5,0,5,2,5,1,2,2,1,0,0,5,1,3,5,5,0
M,18,5,973,4,0,3,0,0,3,2,0,5,2,4,1,4,5,0,0,1,3,0,2,1,3,5
F,18,8,923,0,0,5,4,0,2,1,0,0,0,4,2,2,3,0,3,0,1,0,5,4,2,4
M,35,0,372,5,0,4,2,0,3,4,1,4,1,4,4,4,1,1,1,0,0,2,5,0,1,2
M,35,14,112,4,0,4,5,0,1,0,0,3,4,4,3,0,3,2,0,3,5,2,4,2,2,2
M,35,7,928,4,3,2,4,4,5,5,0,1,3,3,0,4,0,2,5,3,0,0,0,2,0,4
M,18,4,354,4,0,3,0,0,4,4,0,0,4,4,3,0,3,0,0,0,1,0,5,1,2,2
M,45,8,744,4,2,4,2,5,0,0,0,0,0,5,0,0,4,4,4,2,2,5,5,1,0,0
M,56,16,381,0,4,3,0,1,0,4,0,0,0,2,5,4,3,0,0,0,5,2,5,0,0,5
F,56,11,24,3,1,4,1,4,1,1,0,2,3,1,5,0,0,1,4,5,2,3,1,4,0,3
M,18,7,813,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,3,0,0,0,1
F,45,9,244,5,0,3,0,1,3,5,0,0,0,1,5,4,4,0,0,5,5,0,3,4,0,4
F,50,0,911,0,0,4,4,0,0,3,0,0,5,0,0,4,1,5,0,0,1,0,0,1,0,1
M,35,0,437,0,0,3,0,0,0,5,0,0,0,0,5,4,4,3,0,0,0,4,0,0,0,3
F,56,0,946,0,0,5,5,0,0,4,0,0,0,0,4,4,5,1,0,4,1,0,0,3,0,4
M,25,12,123,0,2,5,0,0,0,3,0,0,1,0,0,1,5,0,0,5,5,3,0,0,0,5
M,45,20,18,0,0,5,0,3,3,3,0,0,0,4,1,1,5,1,4,5,0,1,5,4,1,4
M,1,3,701,3,2,0,0,2,3,3,0,0,0,3,1,4,2,0,1,0,1,2,3,0,4,0
M,1,18,974,3,3,5,0,1,3,4,0,5,0,4,2,5,4,2,2,3,1,1,3,1,2,0
M,56,16,970,2,4,3,4,5,5,1,0,5,1,5,0,2,0,0,4,3,0,5,3,0,2,5
M,18,6,143,0,4,5,0,0,5,1,0,4,3,5,4,1,1,0,3,0,5,3,3,2,5,5
F,18,17,770,0,1,5,4,0,1,0,0,5,5,4,2,0,3,5,0,3,0,1,0,4,0,3
M,18,5,49,2,0,5,0,0,0,5,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0
M,18,14,141,4,2,4,2,0,2,1,0,0,3,2,4,4,1,3,4,5,5,3,0,0,1,1
F,50,2,993,4,0,5,4,0,0,5,3,4,0,2,0,0,1,4,1,0,1,0,3,0,4,0
M,18,6,431,0,1,3,1,4,4,4,0,2,0,1,0,2,0,4,4,5,0,2,0,0,0,2
M,18,8,915,3,4,5,3,2,2,4,0,0,1,2,5,1,4,5,5,5,5,3,5,0,2,5
M,45,4,554,3,2,2,0,4,1,1,0,1,1,1,0,5,5,2,0,2,5,2,2,2,1,4
M,35,4,540,5,0,0,4,0,2,5,1,0,2,4,3,1,3,4,0,0,5,5,5,3,0,5
M,25,17,895,0,0,5,1,2,5,1,0,0,0,2,4,5,3,1,1,4,5,2,5,1,3,0
F,18,9,705,5,0,4,0,4,3,5,1,2,1,1,0,2,0,0,1,0,0,2,4,1,1,2
F,50,15,484,1,1,4,0,0,3,5,2,3,4,2,1,3,0,4,4,0,3,0,3,1,3,4
F,25,12,68,0,0,1,1,1,2,0,0,0,0,3,0,0,0,3,0,2,1,2,3,4,0,0
M,50,16,993,0,0,5,0,0,5,4,0,0,0,0,0,4,1,4,3,4,2,0,4,2,0,3
F,35,18,773,2,0,2,2,1,5,4,0,0,0,0,0,4,5,0,1,2,0,0,1,1,0,1
M,50,13,331,3,2,1,2,1,4,5,3,1,0,5,0,0,3,4,4,3,4,3,1,2,0,3
M,45,4,758,2,0,3,0,1,2,5,0,0,0,4,3,3,3,4,0,0,2,2,4,1,1,4
F,35,4,80,0,0,2,3,5,0,1,0,0,1,0,0,1,1,2,2,0,3,0,1,4,0,2
F,1,20,22,1,0,5,0,2,0,1,0,0,0,5,2,3,5,0,1,4,1,3,0,4,3,4
F,45,7,915,4,0,5,0,0,0,4,3,0,0,5,0,2,2,3,4,3,1,1,0,1,0,0
F,25,20,181,1,1,3,0,0,3,4,2,2,3,3,2,3,2,0,0,0,1,4,0,1,5,4
M,45,2,81,2,0,1,4,0,0,0,4,0,3,0,0,0,1,5,2,0,0,4,5,0,3,5
M,1,0,987,4,3,3,4,2,2,2,2,5,3,2,4,1,1,4,5,0,5,0,0,1,5,1
M,18,4,22,2,0,0,0,0,0,0,5,0,3,3,0,5,2,4,5,0,3,2,1,0,0,5
F,25,11,652,5,4,3,0,4,5,4,1,4,4,1,1,1,0,1,5,0,1,2,5,0,0,4
M,56,7,157,4,1,2,5,1,0,0,0,1,0,0,2,1,4,0,1,2,2,0,4,2,0,2
M,45,16,630,3,4,1,1,0,5,3,0,1,1,2,0,4,0,4,1,0,4,0,5,3,1,1
F,35,4,171,1,0,3,0,0,0,4,2,4,0,3,0,0,2,2,0,3,4,0,0,1,0,0
